numero;primeiroNome;ultimoNome;email;curso;notas*sum
333;Cissiee;Olin;Cissiee.Olin@gmail.com;MIEI;(13,1,15,14)
166;Corene;Emanuel;Corene.Emanuel@gmail.com;MIEFIS;(1,19,3)
616;Kellen;Baptlsta;Kellen.Baptlsta@gmail.com;MIEFIS;(14,8,6,12)
366;Sharlene;Matthew;Sharlene.Matthew@gmail.com;LCC;(14,7)
876;Joeann;Jenness;Joeann.Jenness@gmail.com;MIEI;(7,13,12)
174;Christy;Arne;Christy.Arne@gmail.com;LCC;(3,17,2,5,3)
325;Tilly;Corilla;Tilly.Corilla@gmail.com;MIEFIS;(4)
631;Merle;Teddman;Merle.Teddman@gmail.com;MIEI;(4,3)
611;Vanessa;Belanger;Vanessa.Belanger@gmail.com;MIEFIS;(4)
760;Lauryn;Ricarda;Lauryn.Ricarda@gmail.com;LCC;(4,5,9,1,16,6)
385;Valli;Sheedy;Valli.Sheedy@gmail.com;MIEI;(16,8)
295;Charmaine;Bultman;Charmaine.Bultman@gmail.com;LCC;(18,11,8,4)
503;Jerry;Bahr;Jerry.Bahr@gmail.com;MIEI;(0,11,7,13,3)
476;Devina;Kamaria;Devina.Kamaria@gmail.com;LCC;(18)
689;Adele;Fadiman;Adele.Fadiman@gmail.com;LCC;(9,13)
762;Aaren;Borrell;Aaren.Borrell@gmail.com;MIEI;(6)
441;Carmela;Wu;Carmela.Wu@gmail.com;LCC;(0,10,0,10,6)
241;Helena;Richers;Helena.Richers@gmail.com;MIEFIS;(15,7,10)
503;Eve;Elisha;Eve.Elisha@gmail.com;MIEFIS;(14,6,10)
727;Georgetta;Ortrude;Georgetta.Ortrude@gmail.com;MIEI;(17,5)
927;Lita;Tound;Lita.Tound@gmail.com;MIEI;(12)
342;Alisha;Obed;Alisha.Obed@gmail.com;MIEFIS;(2)
729;Brianna;Center;Brianna.Center@gmail.com;MIEFIS;(12,15,6,4,7)
155;Justinn;Shirberg;Justinn.Shirberg@gmail.com;MIEI;(10,14,3,17)
627;Blake;Azeria;Blake.Azeria@gmail.com;MIEI;(15,0)
698;Adriana;Tatianas;Adriana.Tatianas@gmail.com;MIEI;(6)
474;Libbie;Junie;Libbie.Junie@gmail.com;LCC;(8,16)
462;Rozele;Colyer;Rozele.Colyer@gmail.com;MIEFIS;(18,14)
526;Ebonee;Jehu;Ebonee.Jehu@gmail.com;MIEFIS;(6,11,5,1)
930;Fanchon;Charmine;Fanchon.Charmine@gmail.com;MIEFIS;(0,1,16,5,16)
260;Leanna;Ephrem;Leanna.Ephrem@gmail.com;MIEI;(5,3)
170;Ellette;Kunin;Ellette.Kunin@gmail.com;MIEFIS;(17,14,15,4,10)
276;Wileen;Tamsky;Wileen.Tamsky@gmail.com;LCC;(17,9,3,4,8)
901;Ronna;Travax;Ronna.Travax@gmail.com;LCC;(0,2,14,1,11)
513;Sandie;Cath;Sandie.Cath@gmail.com;LCC;(12,9,14,1)
440;Ellette;Hathaway;Ellette.Hathaway@gmail.com;LCC;(16,13,9,0)
125;Amara;Amand;Amara.Amand@gmail.com;MIEI;(7)
830;Ana;Randene;Ana.Randene@gmail.com;MIEFIS;(2,2)
663;Andeee;Melan;Andeee.Melan@gmail.com;MIEI;(15,17)
296;Marguerite;Mallon;Marguerite.Mallon@gmail.com;LCC;(10,5,11,5,15)
559;Elvira;Salvidor;Elvira.Salvidor@gmail.com;LCC;(17,3)
233;Ingrid;Ortrude;Ingrid.Ortrude@gmail.com;MIEFIS;(17,2,16,8)
468;Penelopa;Drus;Penelopa.Drus@gmail.com;MIEI;(1,19,16,10,18,14)
433;Kary;Israeli;Kary.Israeli@gmail.com;MIEI;(3,4,19,4,16,9)
740;Stephanie;Bronk;Stephanie.Bronk@gmail.com;MIEFIS;(2,17)
330;Marleah;Rosalba;Marleah.Rosalba@gmail.com;MIEI;(6,16)
908;Marsiella;Shirberg;Marsiella.Shirberg@gmail.com;MIEFIS;(7)
580;Wilma;Albertine;Wilma.Albertine@gmail.com;MIEFIS;(12,5,9,7,19,9)
417;Ellette;Georgy;Ellette.Georgy@gmail.com;MIEFIS;(7)
356;Luci;Destinee;Luci.Destinee@gmail.com;LCC;(4)
689;Dione;Jena;Dione.Jena@gmail.com;LCC;(18,3,3,14,12,0)
965;Donetta;Ehrman;Donetta.Ehrman@gmail.com;LCC;(1,3,16)
968;Janeczka;Dyche;Janeczka.Dyche@gmail.com;MIEI;(13)
523;Yetty;Margarete;Yetty.Margarete@gmail.com;LCC;(0,13,14)
476;Kathi;Melony;Kathi.Melony@gmail.com;LCC;(18)
720;Georgina;Paton;Georgina.Paton@gmail.com;MIEFIS;(6,5,4,1,9,12)
513;Shaine;Bergman;Shaine.Bergman@gmail.com;MIEFIS;(19,16,11)
199;Marnia;Gilmour;Marnia.Gilmour@gmail.com;LCC;(18)
322;Ermengarde;Stilwell;Ermengarde.Stilwell@gmail.com;LCC;(9)
739;Lucy;Pettiford;Lucy.Pettiford@gmail.com;MIEI;(13)
234;Merle;Erskine;Merle.Erskine@gmail.com;LCC;(11)
872;Arabel;Grayce;Arabel.Grayce@gmail.com;MIEFIS;(14,13,10,17,17,12)
913;Talya;Abram;Talya.Abram@gmail.com;LCC;(7,10,17)
807;Rosene;Telfer;Rosene.Telfer@gmail.com;MIEI;(18,9)
759;Paulita;Pernick;Paulita.Pernick@gmail.com;LCC;(12,13)
929;Olivette;Sibyls;Olivette.Sibyls@gmail.com;MIEI;(17,2,19)
747;Aimil;Marlie;Aimil.Marlie@gmail.com;MIEFIS;(4,10,13)
780;June;Dituri;June.Dituri@gmail.com;MIEI;(7,4,14,19,18)
910;Dania;Adalbert;Dania.Adalbert@gmail.com;MIEI;(13,18,9,7,15)
437;Aaren;Weaks;Aaren.Weaks@gmail.com;LCC;(11,16,7)
425;Genovera;Noam;Genovera.Noam@gmail.com;LCC;(13,13,10)
943;Tami;Noelyn;Tami.Noelyn@gmail.com;LCC;(13,0)
808;Cissiee;Garrison;Cissiee.Garrison@gmail.com;MIEFIS;(13,17,0)
999;Renie;Atonsah;Renie.Atonsah@gmail.com;LCC;(5,19,9)
442;Carlie;Bollay;Carlie.Bollay@gmail.com;LCC;(13,13,3)
241;Tierney;Goth;Tierney.Goth@gmail.com;MIEFIS;(15,11,19,0)
474;Camile;Publia;Camile.Publia@gmail.com;MIEI;(17)
408;Alia;Melleta;Alia.Melleta@gmail.com;MIEFIS;(12)
766;Ericka;Merat;Ericka.Merat@gmail.com;LCC;(5,19,4,11,5,18)
585;Carilyn;Carbo;Carilyn.Carbo@gmail.com;MIEI;(16,18)
759;Ninnetta;Sisile;Ninnetta.Sisile@gmail.com;LCC;(2,15,2,1,2)
135;Marleah;Dalli;Marleah.Dalli@gmail.com;LCC;(0)
174;Maud;Gregrory;Maud.Gregrory@gmail.com;MIEFIS;(16,7,14,2,2)
855;Aaren;Rebecka;Aaren.Rebecka@gmail.com;MIEFIS;(7)
983;Dorene;Chapland;Dorene.Chapland@gmail.com;MIEI;(1,3,1,7,4)
313;Morganica;Joni;Morganica.Joni@gmail.com;MIEI;(7,16,7,1,14,10)
268;Dania;Clie;Dania.Clie@gmail.com;MIEI;(15,16,19,0,17,18)
803;Willetta;Herrera;Willetta.Herrera@gmail.com;LCC;(13,0,7,5,9,3)
430;Glenda;Delacourt;Glenda.Delacourt@gmail.com;MIEI;(6,10,7)
120;Penelopa;Afton;Penelopa.Afton@gmail.com;MIEI;(19)
519;Riannon;Joseph;Riannon.Joseph@gmail.com;MIEI;(7)
158;Fredericka;Leffen;Fredericka.Leffen@gmail.com;LCC;(15,15,1,13)
580;Amelia;Kaja;Amelia.Kaja@gmail.com;MIEI;(18,16)
594;Tina;Raama;Tina.Raama@gmail.com;MIEFIS;(10,0,11,15,19,14)
550;Vinita;Millda;Vinita.Millda@gmail.com;MIEI;(17,6,14,15)
589;Coral;Wyn;Coral.Wyn@gmail.com;MIEFIS;(0,15,9)
340;Caryl;Stevy;Caryl.Stevy@gmail.com;LCC;(17,1,3,17,19,8)
734;Merle;Si;Merle.Si@gmail.com;MIEFIS;(7,7,12,8,5,13)
695;Starla;Mendez;Starla.Mendez@gmail.com;MIEFIS;(5,2,2,1)
655;Rivalee;Yerkovich;Rivalee.Yerkovich@gmail.com;LCC;(18)
749;Elmira;Guthrie;Elmira.Guthrie@gmail.com;MIEFIS;(0,14)
430;Giustina;Kress;Giustina.Kress@gmail.com;LCC;(11,19,2,6)
160;Nannie;Teddman;Nannie.Teddman@gmail.com;MIEFIS;(16)
730;Kaja;Sherrie;Kaja.Sherrie@gmail.com;MIEFIS;(16,0,6)
185;Rosabelle;Gaspard;Rosabelle.Gaspard@gmail.com;LCC;(5)
255;Brena;Cassius;Brena.Cassius@gmail.com;MIEI;(5,6)
755;Carolina;Dorine;Carolina.Dorine@gmail.com;MIEFIS;(13,17,0,8)
188;Leona;Brian;Leona.Brian@gmail.com;MIEI;(11,9,5,1)
415;Elsie;Grayce;Elsie.Grayce@gmail.com;MIEFIS;(9)
966;Vanessa;Campball;Vanessa.Campball@gmail.com;MIEI;(2,10,7,18)
363;Therine;Dahlia;Therine.Dahlia@gmail.com;MIEI;(1,13)
709;Amara;Kristi;Amara.Kristi@gmail.com;MIEI;(17,14,12,8,5,8)
744;Fred;Kirstin;Fred.Kirstin@gmail.com;LCC;(12)
851;Stevana;Cadmar;Stevana.Cadmar@gmail.com;MIEFIS;(4,3,9,16)
883;Rhoda;Zitvaa;Rhoda.Zitvaa@gmail.com;MIEFIS;(12)
391;Lucy;Claudine;Lucy.Claudine@gmail.com;MIEI;(12)
662;Gilda;Naor;Gilda.Naor@gmail.com;MIEFIS;(5,17,1,14,16,10)
192;Kore;Evvie;Kore.Evvie@gmail.com;MIEFIS;(16,0,11,18,11)
921;Lynnea;Voletta;Lynnea.Voletta@gmail.com;MIEFIS;(4,7,9,7)
493;Lynde;Wadell;Lynde.Wadell@gmail.com;MIEFIS;(2,4,7,11,12,7)
295;Xylina;Lia;Xylina.Lia@gmail.com;LCC;(3,16,15)
309;Shell;Niles;Shell.Niles@gmail.com;LCC;(12,13)
913;Selia;Dituri;Selia.Dituri@gmail.com;MIEFIS;(17,1,11)
187;Merrie;Daniele;Merrie.Daniele@gmail.com;LCC;(17,6,18,5,7,10)
585;Bernie;Vittoria;Bernie.Vittoria@gmail.com;MIEI;(4,10,3,11)
284;Jennica;Chem;Jennica.Chem@gmail.com;MIEI;(12,14,0,5,16)
150;Wynne;Hathaway;Wynne.Hathaway@gmail.com;MIEFIS;(16,7,5)
665;Dacia;Lane;Dacia.Lane@gmail.com;MIEI;(1,19,8,17,11,18)
620;Karly;Ingra;Karly.Ingra@gmail.com;MIEI;(10,5)
238;Jeanna;Irmine;Jeanna.Irmine@gmail.com;MIEFIS;(3,9,15)
583;Britte;Maryanne;Britte.Maryanne@gmail.com;MIEFIS;(7,18,4)
267;Karina;Wildermuth;Karina.Wildermuth@gmail.com;MIEFIS;(15,0,17,14,2)
257;Elmira;Thomasina;Elmira.Thomasina@gmail.com;MIEI;(10,13,11)
944;Alyda;Palocz;Alyda.Palocz@gmail.com;MIEFIS;(10,3,10,14)
493;Adele;Lilybelle;Adele.Lilybelle@gmail.com;MIEI;(10,15,11,17,16)
923;Orsola;Florina;Orsola.Florina@gmail.com;MIEI;(8,18)
393;Marcelline;Nelsen;Marcelline.Nelsen@gmail.com;MIEFIS;(2,8,10)
253;Augustine;Sikorski;Augustine.Sikorski@gmail.com;LCC;(10,11)
946;Halette;Letsou;Halette.Letsou@gmail.com;LCC;(13,0,6,7,7)
845;Sallie;Kendrick;Sallie.Kendrick@gmail.com;MIEFIS;(5)
652;Kore;Shaddock;Kore.Shaddock@gmail.com;LCC;(11,5)
246;Sherrie;Remmer;Sherrie.Remmer@gmail.com;LCC;(8,14,9,15,14,19)
766;Noelle;Hazlett;Noelle.Hazlett@gmail.com;LCC;(6,14,16,13)
116;Melisent;Dalli;Melisent.Dalli@gmail.com;MIEFIS;(6,7)
814;Rosaline;Joni;Rosaline.Joni@gmail.com;LCC;(12,9,11,8,4,8)
317;Ileana;Buttaro;Ileana.Buttaro@gmail.com;MIEFIS;(16,14,19,6)
506;Constance;Ellerey;Constance.Ellerey@gmail.com;LCC;(18,4,3,7)
104;Dacia;Montgomery;Dacia.Montgomery@gmail.com;MIEI;(0,16,6,0)
472;Carly;Goode;Carly.Goode@gmail.com;LCC;(2)
738;Gale;Izaak;Gale.Izaak@gmail.com;LCC;(15,6,8,7,3,7)
374;Kassey;Ardra;Kassey.Ardra@gmail.com;MIEI;(11,4,2,18,15,18)
942;Kara-Lynn;Tarrant;Kara-Lynn.Tarrant@gmail.com;LCC;(6,9,4,6)
188;Oona;Stilwell;Oona.Stilwell@gmail.com;LCC;(6,3,18)
660;Kirbee;Drus;Kirbee.Drus@gmail.com;MIEI;(19,18,10,13,17)
654;Corene;Faso;Corene.Faso@gmail.com;MIEI;(5,15,12,4,4)
430;Jackie;Halsey;Jackie.Halsey@gmail.com;MIEI;(15)
787;Ottilie;Marsden;Ottilie.Marsden@gmail.com;MIEFIS;(7)
846;Perry;Brackely;Perry.Brackely@gmail.com;MIEFIS;(14,10)
883;Kristina;Weitman;Kristina.Weitman@gmail.com;MIEI;(9,16,10,14)
460;Andree;Havens;Andree.Havens@gmail.com;MIEFIS;(16)
555;Chastity;Cynar;Chastity.Cynar@gmail.com;MIEFIS;(15)
902;Silvana;Virgin;Silvana.Virgin@gmail.com;MIEFIS;(18,19)
987;Jenilee;Kelula;Jenilee.Kelula@gmail.com;MIEFIS;(7,16,4,7,0,12)
598;Debee;Harriman;Debee.Harriman@gmail.com;LCC;(10,14,13)
404;Mady;Sheedy;Mady.Sheedy@gmail.com;LCC;(14)
682;Daune;Larochelle;Daune.Larochelle@gmail.com;LCC;(12)
367;Keelia;Norrie;Keelia.Norrie@gmail.com;MIEI;(18)
651;Xylina;Braun;Xylina.Braun@gmail.com;MIEFIS;(1)
779;Ekaterina;Ariella;Ekaterina.Ariella@gmail.com;LCC;(8,2,7)
785;Zondra;Wenda;Zondra.Wenda@gmail.com;LCC;(2,17,18)
231;Catrina;Campball;Catrina.Campball@gmail.com;LCC;(13,15,16,7,11)
594;Jacenta;Berard;Jacenta.Berard@gmail.com;MIEFIS;(3,4,13)
173;Chastity;Montgomery;Chastity.Montgomery@gmail.com;LCC;(15)
258;Romona;Shuler;Romona.Shuler@gmail.com;MIEI;(14,10,4,4)
952;Dotty;Liebermann;Dotty.Liebermann@gmail.com;MIEFIS;(2,18)
288;Harrietta;Suanne;Harrietta.Suanne@gmail.com;MIEFIS;(2,7,7,16,4)
577;Dorice;Schenck;Dorice.Schenck@gmail.com;MIEI;(12,8,16,15,3)
159;Shaine;Sadowski;Shaine.Sadowski@gmail.com;LCC;(1,2,8,3,4)
685;Jacenta;Kinnard;Jacenta.Kinnard@gmail.com;MIEI;(16,8,6,4,3)
218;Jany;Faso;Jany.Faso@gmail.com;MIEFIS;(16,6,12,4,17)
641;Melisent;Waite;Melisent.Waite@gmail.com;MIEI;(15,16,4,0,13)
711;Briney;Fiester;Briney.Fiester@gmail.com;LCC;(19)
480;Karolina;Toni;Karolina.Toni@gmail.com;MIEI;(15,5,19,13,9,2)
712;Dotty;Fax;Dotty.Fax@gmail.com;MIEI;(8,7,6,1)
602;Esmeralda;Ummersen;Esmeralda.Ummersen@gmail.com;MIEFIS;(1,4,16,14,5,4)
453;Rosene;Cassius;Rosene.Cassius@gmail.com;LCC;(19,0,8,18,8)
507;Ekaterina;Moina;Ekaterina.Moina@gmail.com;MIEI;(15,0)
766;Kayla;Arne;Kayla.Arne@gmail.com;MIEI;(19,7,5,7,12,19)
140;Lusa;Ardra;Lusa.Ardra@gmail.com;MIEFIS;(3,5,11)
490;Christy;Buckler;Christy.Buckler@gmail.com;LCC;(3,8)
440;Hayley;Faro;Hayley.Faro@gmail.com;MIEI;(3,5,15,10,11,7)
785;Agathe;Janene;Agathe.Janene@gmail.com;MIEI;(10,17,14,7,4,8)
114;Anica;Merriott;Anica.Merriott@gmail.com;MIEFIS;(8)
691;Clary;Prober;Clary.Prober@gmail.com;MIEI;(14,7,9,0,14,12)
977;Tierney;Land;Tierney.Land@gmail.com;MIEFIS;(16,16)
553;Dolli;Hull;Dolli.Hull@gmail.com;LCC;(12,15,10,15,7,15)
410;Gavrielle;Pierette;Gavrielle.Pierette@gmail.com;LCC;(15,9,3,13,16,19)
855;Netty;Pierette;Netty.Pierette@gmail.com;MIEFIS;(3,13)
983;Kristan;Weitman;Kristan.Weitman@gmail.com;MIEFIS;(18,8,8,15,14,5)
104;Nariko;Brodench;Nariko.Brodench@gmail.com;LCC;(15,9)
957;Angelique;Toni;Angelique.Toni@gmail.com;MIEI;(4,3,3,18,0)
978;Oona;Zamora;Oona.Zamora@gmail.com;MIEFIS;(2,17,4)
809;Patricia;Thema;Patricia.Thema@gmail.com;LCC;(0,17,10,13,18)
583;Karena;Suanne;Karena.Suanne@gmail.com;LCC;(11,19,18,11,5)
756;Tarra;Thema;Tarra.Thema@gmail.com;MIEI;(18,16,16,5,14,18)
985;Gilda;Meli;Gilda.Meli@gmail.com;MIEFIS;(7,10,19)
722;Paola;Chobot;Paola.Chobot@gmail.com;MIEFIS;(1,11,10,0)
373;Anica;Durante;Anica.Durante@gmail.com;LCC;(3,13,6,11)
133;Doro;Toor;Doro.Toor@gmail.com;LCC;(1,8,13,19,5)
940;Christy;Buckler;Christy.Buckler@gmail.com;LCC;(5,15)
668;Dolli;Lytton;Dolli.Lytton@gmail.com;LCC;(1)
526;Estell;Isacco;Estell.Isacco@gmail.com;MIEI;(3,8,19,2,8,12)
134;Bernardine;Meter;Bernardine.Meter@gmail.com;MIEFIS;(12,19,5,2,16)
465;Anestassia;Martsen;Anestassia.Martsen@gmail.com;MIEFIS;(6,9)
541;Jeanna;Penelopa;Jeanna.Penelopa@gmail.com;LCC;(15,3,12,13)
995;Viki;Morrill;Viki.Morrill@gmail.com;MIEI;(13,14,4,6)
327;Melina;Tengdin;Melina.Tengdin@gmail.com;MIEI;(4,15,2,7,10,13)
920;Demetris;Kannry;Demetris.Kannry@gmail.com;MIEI;(6,9,15,9,9,4)
926;Courtnay;Justinn;Courtnay.Justinn@gmail.com;MIEFIS;(19,4,9,5)
529;Mellicent;Alexandr;Mellicent.Alexandr@gmail.com;MIEI;(12)
455;Estell;Podvin;Estell.Podvin@gmail.com;LCC;(7,13,4,17,3)
877;Leeanne;Skell;Leeanne.Skell@gmail.com;MIEFIS;(3)
907;Flo;Ahab;Flo.Ahab@gmail.com;LCC;(12,6,3,14)
594;Belva;Dulciana;Belva.Dulciana@gmail.com;LCC;(11,12,7,5,15)
923;Letizia;Swigart;Letizia.Swigart@gmail.com;LCC;(4,18,19,0,16,18)
636;Dorene;Capello;Dorene.Capello@gmail.com;MIEFIS;(7)
545;Lacie;Fredi;Lacie.Fredi@gmail.com;MIEI;(14)
562;Christy;Morrill;Christy.Morrill@gmail.com;MIEFIS;(10)
695;Fayre;Vivle;Fayre.Vivle@gmail.com;LCC;(5)
613;Teddie;Grosz;Teddie.Grosz@gmail.com;MIEFIS;(3,9,5,15,0,8)
546;Wendi;Adalbert;Wendi.Adalbert@gmail.com;MIEI;(0,8,5,13)
190;Inga;Diogenes;Inga.Diogenes@gmail.com;MIEI;(3,13,6,8)
931;Cecile;Ietta;Cecile.Ietta@gmail.com;LCC;(6,5,19,0)
920;Rosanne;Elvyn;Rosanne.Elvyn@gmail.com;MIEFIS;(19,14,14)
971;Ericka;Mehalek;Ericka.Mehalek@gmail.com;MIEFIS;(0,8,18,0,4)
783;Clo;Gillan;Clo.Gillan@gmail.com;MIEI;(9)
700;Leeanne;Caitlin;Leeanne.Caitlin@gmail.com;MIEFIS;(11)
321;Calla;Flita;Calla.Flita@gmail.com;LCC;(10)
304;Dianemarie;Garrison;Dianemarie.Garrison@gmail.com;MIEI;(5,5,4,1)
300;Elbertina;Jacobah;Elbertina.Jacobah@gmail.com;MIEFIS;(7,9)
509;Madelle;Corilla;Madelle.Corilla@gmail.com;MIEFIS;(5)
919;Orsola;Center;Orsola.Center@gmail.com;MIEI;(19,7,11)
119;Oralee;Shanley;Oralee.Shanley@gmail.com;MIEI;(3,12,19,7,6,15)
394;Nannie;Calhoun;Nannie.Calhoun@gmail.com;LCC;(5,5)
918;Danny;Ezar;Danny.Ezar@gmail.com;LCC;(8,13,8)
603;Queenie;Salvidor;Queenie.Salvidor@gmail.com;LCC;(0,1,0,6,9)
308;Devina;Seumas;Devina.Seumas@gmail.com;LCC;(4,10,13,13,1)
286;Kristan;My;Kristan.My@gmail.com;MIEFIS;(5,17)
520;Kristan;Greenwald;Kristan.Greenwald@gmail.com;MIEFIS;(1,8,5,16,9,3)
439;Marika;Yorick;Marika.Yorick@gmail.com;MIEFIS;(17,3,7)
431;Meriel;Mich;Meriel.Mich@gmail.com;MIEFIS;(18,11,6,3)
843;Ivett;Alva;Ivett.Alva@gmail.com;LCC;(1,8,12,9)
958;Mildrid;Remmer;Mildrid.Remmer@gmail.com;MIEFIS;(10,5,4,16)
333;Teriann;Alisia;Teriann.Alisia@gmail.com;MIEFIS;(17,1)
509;Alexine;Eno;Alexine.Eno@gmail.com;MIEFIS;(0,15,2)
872;Kathy;Hermes;Kathy.Hermes@gmail.com;MIEFIS;(11,10,16)
723;Basia;Stav;Basia.Stav@gmail.com;LCC;(16,7)
989;Elmira;Pernick;Elmira.Pernick@gmail.com;MIEFIS;(16)
163;Sindee;Huggins;Sindee.Huggins@gmail.com;MIEI;(0,2,4,19,16)
718;Hope;Ferino;Hope.Ferino@gmail.com;MIEI;(11,14,1)
379;Fawne;Louanna;Fawne.Louanna@gmail.com;LCC;(6,14,15,10)
946;Kittie;Kolnick;Kittie.Kolnick@gmail.com;LCC;(17,8,12,10)
724;Roslyn;Geffner;Roslyn.Geffner@gmail.com;MIEI;(9,18,7,4)
925;Ariela;Poppy;Ariela.Poppy@gmail.com;MIEFIS;(2,10,19,0)
309;Cassandra;Karylin;Cassandra.Karylin@gmail.com;MIEFIS;(0,8,10,7)
933;Ileana;Tiffa;Ileana.Tiffa@gmail.com;LCC;(6,11,10)
190;Jsandye;Harday;Jsandye.Harday@gmail.com;MIEFIS;(13,3,9,1)
916;Myrtice;Phi;Myrtice.Phi@gmail.com;MIEI;(18,14,18,4)
980;Shaine;Eckblad;Shaine.Eckblad@gmail.com;MIEFIS;(10,15)
224;Tarra;Forrer;Tarra.Forrer@gmail.com;LCC;(7)
621;Sindee;Tremayne;Sindee.Tremayne@gmail.com;MIEFIS;(5)
374;Dolli;Nisbet;Dolli.Nisbet@gmail.com;MIEI;(17,4,3,1,12)
349;Veda;Neva;Veda.Neva@gmail.com;MIEFIS;(14,15,1)
576;Tami;Ciapas;Tami.Ciapas@gmail.com;MIEI;(0,15,12,17,19)
676;Maud;Rocray;Maud.Rocray@gmail.com;MIEI;(7,15,0,8,12)
544;Charlena;Leifeste;Charlena.Leifeste@gmail.com;MIEI;(3,10,4)
114;Eadie;Buckler;Eadie.Buckler@gmail.com;MIEI;(12,14,13,2)
601;Krystle;Capello;Krystle.Capello@gmail.com;MIEFIS;(14,17,3,7,16,15)
376;Melisent;Frendel;Melisent.Frendel@gmail.com;MIEFIS;(7,8)
978;Larine;Eno;Larine.Eno@gmail.com;LCC;(8,7,14,1,6)
272;Jaclyn;Diann;Jaclyn.Diann@gmail.com;MIEFIS;(14,7,1,6,0)
205;Cyb;Suanne;Cyb.Suanne@gmail.com;MIEFIS;(1,1)
331;Sheree;Urania;Sheree.Urania@gmail.com;MIEI;(11,8,19)
358;Eadie;Ruvolo;Eadie.Ruvolo@gmail.com;MIEI;(5)
924;Consuela;Papageno;Consuela.Papageno@gmail.com;LCC;(17,18)
883;Loree;Dash;Loree.Dash@gmail.com;MIEI;(14,9)
459;Albertina;Brenn;Albertina.Brenn@gmail.com;LCC;(12,18,17,15)
968;Louella;Bouchard;Louella.Bouchard@gmail.com;MIEFIS;(7,15)
307;Almeta;Mallon;Almeta.Mallon@gmail.com;MIEI;(1,2,7)
929;Maye;Vary;Maye.Vary@gmail.com;LCC;(7,15)
266;Christy;Dash;Christy.Dash@gmail.com;LCC;(9,3,0)
306;Jany;McClimans;Jany.McClimans@gmail.com;LCC;(9,17,0,1,17,5)
987;Blondelle;O'Neill;Blondelle.O'Neill@gmail.com;LCC;(2,11,18,7,1)
288;Alameda;Brotherson;Alameda.Brotherson@gmail.com;LCC;(4,6,8,6)
694;Karlee;Weaks;Karlee.Weaks@gmail.com;LCC;(9,11,18,1)
554;Janey;Ramona;Janey.Ramona@gmail.com;MIEI;(19,5,0)
358;Cam;Johanna;Cam.Johanna@gmail.com;MIEFIS;(11,10,4,6,14,16)
714;Netty;Pelagias;Netty.Pelagias@gmail.com;LCC;(7)
298;Carol-Jean;Yam;Carol-Jean.Yam@gmail.com;MIEFIS;(7,6,2,18,8,9)
333;Ilse;Lane;Ilse.Lane@gmail.com;LCC;(17,4)
345;Gretal;Marlie;Gretal.Marlie@gmail.com;LCC;(17,4,6,7,12)
103;Jasmina;Sherfield;Jasmina.Sherfield@gmail.com;MIEI;(15,2,16,8,3,2)
574;Lynea;Darian;Lynea.Darian@gmail.com;MIEI;(5,11)
721;Gilda;Nore;Gilda.Nore@gmail.com;MIEI;(4,2,3,16,16,19)
873;Sharlene;Ochs;Sharlene.Ochs@gmail.com;LCC;(14)
428;Shannah;Grayce;Shannah.Grayce@gmail.com;MIEFIS;(18,11,7)
572;Hettie;Phaidra;Hettie.Phaidra@gmail.com;LCC;(8)
544;Celestyna;Masao;Celestyna.Masao@gmail.com;LCC;(9,2,0)
333;Linzy;Yam;Linzy.Yam@gmail.com;LCC;(1,3,16,12)
428;Malina;Prober;Malina.Prober@gmail.com;LCC;(16)
365;Laure;Thar;Laure.Thar@gmail.com;LCC;(18,13)
808;Carly;Letsou;Carly.Letsou@gmail.com;MIEFIS;(17,9,8,1)
770;Sara-Ann;Erb;Sara-Ann.Erb@gmail.com;MIEFIS;(12,12,0,5)
391;Paulita;Knowling;Paulita.Knowling@gmail.com;LCC;(1,2,12,11)
318;Suzette;Thomasina;Suzette.Thomasina@gmail.com;MIEI;(13,17,14)
509;Jeanna;Auberbach;Jeanna.Auberbach@gmail.com;MIEFIS;(19,14,6,2)
396;Elka;Cyrie;Elka.Cyrie@gmail.com;MIEI;(0,9,13,14,18)
150;Joelly;Khorma;Joelly.Khorma@gmail.com;MIEI;(12,18,15,2,0,6)
593;Marline;Dorothy;Marline.Dorothy@gmail.com;MIEI;(3,17,5,12,13)
287;Lenna;Desai;Lenna.Desai@gmail.com;MIEI;(19,3,13,3,0)
332;Genovera;Loring;Genovera.Loring@gmail.com;LCC;(12,10,7,7,16)
148;Caritta;Joseph;Caritta.Joseph@gmail.com;MIEFIS;(13,13)
273;Emelina;Kirstin;Emelina.Kirstin@gmail.com;MIEI;(3,19)
574;Camile;Anton;Camile.Anton@gmail.com;MIEI;(2,15,0,11)
798;Dennie;Joni;Dennie.Joni@gmail.com;LCC;(5,9,4,3,1)
482;Dawn;Jehu;Dawn.Jehu@gmail.com;LCC;(4)
314;Trudie;Huggins;Trudie.Huggins@gmail.com;MIEI;(0)
506;Patricia;Friede;Patricia.Friede@gmail.com;MIEI;(3,17,8)
111;Trudie;Elisha;Trudie.Elisha@gmail.com;MIEI;(1,12)
213;Kaja;Dom;Kaja.Dom@gmail.com;MIEFIS;(4,0)
144;Penelopa;Tufts;Penelopa.Tufts@gmail.com;MIEFIS;(12,16,8,13,19,15)
447;Laure;Elsinore;Laure.Elsinore@gmail.com;MIEFIS;(2,3)
855;Valera;Abernon;Valera.Abernon@gmail.com;MIEI;(12,16,17,4,7)
