numero;notas*avg;primeiroNome*avg;ultimoNome;email;curso
187;(18);Rosene;Elvyn;Rosene.Elvyn@yopmail.com;MIEFIS
197;(9,9,11);Kaia;Isidore;Kaia.Isidore@yopmail.com;MIEI
670;(9,9,3,0);Vonny;Erich;Vonny.Erich@yopmail.com;LCC
265;(9,15,17,6,14);Annaliese;Killigrew;Annaliese.Killigrew@yopmail.com;MIEFIS
844;(16);Felice;Kaete;Felice.Kaete@yopmail.com;LCC
739;(18,3,8,4,5,0);Melodie;Monk;Melodie.Monk@yopmail.com;MIEFIS
548;(17,13,2,10,7);Carmencita;Daegal;Carmencita.Daegal@yopmail.com;MIEI
412;(5,17,4);Corly;Chauncey;Corly.Chauncey@yopmail.com;MIEFIS
173;(19,15,7,17,1);Harmonia;Ulphia;Harmonia.Ulphia@yopmail.com;MIEI
696;(4,8);Gratia;Schalles;Gratia.Schalles@yopmail.com;MIEI
685;(9,5,16,17);Bobinette;Fredi;Bobinette.Fredi@yopmail.com;MIEI
565;(13);Sindee;Christal;Sindee.Christal@yopmail.com;MIEFIS
535;(5,6);Rosene;Mitzi;Rosene.Mitzi@yopmail.com;MIEI
911;(1,18,5);Marcy;Ahab;Marcy.Ahab@yopmail.com;MIEFIS
769;(8,18,7,3);Joleen;Septima;Joleen.Septima@yopmail.com;MIEI
234;(4,16,0,10,0,8);Nelle;Nickola;Nelle.Nickola@yopmail.com;LCC
431;(0,17,19);Sean;Eachern;Sean.Eachern@yopmail.com;MIEFIS
399;(8,2,6);Kirstin;Iiette;Kirstin.Iiette@yopmail.com;MIEFIS
220;(2,3,12,15,12);Teddie;Sawtelle;Teddie.Sawtelle@yopmail.com;LCC
539;(5);Jacquetta;Mathilde;Jacquetta.Mathilde@yopmail.com;MIEI
761;(2,14,8,12,14,18);Jenda;Wilona;Jenda.Wilona@yopmail.com;MIEI
725;(7,17,0,0);Silvana;Edmund;Silvana.Edmund@yopmail.com;MIEI
697;(7,7,17,4);Dacia;Kiersten;Dacia.Kiersten@yopmail.com;LCC
600;(14);Kimmy;Hylan;Kimmy.Hylan@yopmail.com;MIEFIS
797;(5,0,4,4,5);Aaren;Milde;Aaren.Milde@yopmail.com;MIEI
107;(10,10,0,19,0,6);Shauna;Mendez;Shauna.Mendez@yopmail.com;MIEFIS
958;(19,4,12,3);Rebeca;Iphlgenia;Rebeca.Iphlgenia@yopmail.com;LCC
367;(14,4,12,6);Aigneis;Liebermann;Aigneis.Liebermann@yopmail.com;MIEI
461;(13,7,16);Babita;Rugen;Babita.Rugen@yopmail.com;MIEFIS
599;(1);Babita;Charity;Babita.Charity@yopmail.com;MIEFIS
441;(19,10,18,3);Brena;Boehike;Brena.Boehike@yopmail.com;MIEFIS
255;(5,3);Kristina;Fairweather;Kristina.Fairweather@yopmail.com;MIEI
905;(13,0);Teriann;Westphal;Teriann.Westphal@yopmail.com;MIEFIS
952;(6,8,3);Brianna;Kristi;Brianna.Kristi@yopmail.com;MIEI
602;(14);Ofilia;Madaih;Ofilia.Madaih@yopmail.com;LCC
493;(7,8,10,1,11,17);Lizzie;Lory;Lizzie.Lory@yopmail.com;MIEFIS
851;(9,15,0,16);Meg;Schroth;Meg.Schroth@yopmail.com;MIEFIS
213;(13,3,6);Melanie;Vins;Melanie.Vins@yopmail.com;MIEI
600;(18,12,17,13);Kristina;Ochs;Kristina.Ochs@yopmail.com;LCC
491;(4,11,9);Elyssa;Newell;Elyssa.Newell@yopmail.com;MIEFIS
479;(8,0);Lorenza;Mandler;Lorenza.Mandler@yopmail.com;MIEFIS
443;(9,15,0);Tatiania;Ricki;Tatiania.Ricki@yopmail.com;LCC
787;(6,9,13,4,7);Daphne;Ophelia;Daphne.Ophelia@yopmail.com;MIEI
557;(16);Alameda;Schonfeld;Alameda.Schonfeld@yopmail.com;MIEFIS
174;(15,5,6,1,3);Audrie;Oster;Audrie.Oster@yopmail.com;LCC
114;(6,4);Aili;Diogenes;Aili.Diogenes@yopmail.com;MIEFIS
382;(9,10);Johna;Bearnard;Johna.Bearnard@yopmail.com;MIEI
643;(5);Shandie;Eckblad;Shandie.Eckblad@yopmail.com;LCC
249;(0,7);Rochette;Elvyn;Rochette.Elvyn@yopmail.com;MIEFIS
521;(15,16,17,6);Bill;Tippets;Bill.Tippets@yopmail.com;LCC
830;(3);Wileen;Berl;Wileen.Berl@yopmail.com;MIEFIS
965;(8,2,4,15,1);Cassandra;Tarrant;Cassandra.Tarrant@yopmail.com;LCC
952;(6,11,13,6);Tressa;Nickola;Tressa.Nickola@yopmail.com;MIEFIS
629;(2);Karlee;Neva;Karlee.Neva@yopmail.com;MIEFIS
579;(17,5,1,1,18);Alejandra;Prober;Alejandra.Prober@yopmail.com;MIEFIS
836;(1,0);Suzette;Naashom;Suzette.Naashom@yopmail.com;LCC
296;(14,18);Genevra;Vins;Genevra.Vins@yopmail.com;MIEFIS
170;(5,17,12);Keelia;Isacco;Keelia.Isacco@yopmail.com;MIEI
194;(6,13,8,18);Paulita;Pattin;Paulita.Pattin@yopmail.com;MIEFIS
681;(6,1,2,17,17);Vevay;Aloise;Vevay.Aloise@yopmail.com;LCC
802;(17);Mathilda;An;Mathilda.An@yopmail.com;MIEFIS
793;(15,1,3,0,9,3);Charissa;Wu;Charissa.Wu@yopmail.com;MIEI
593;(8,9,2,12,10,16);Elka;Harl;Elka.Harl@yopmail.com;MIEI
984;(16,15,9,5);Lisette;Quinn;Lisette.Quinn@yopmail.com;LCC
869;(8,4);Delilah;Alva;Delilah.Alva@yopmail.com;LCC
860;(16,15);Hyacinthe;Avi;Hyacinthe.Avi@yopmail.com;LCC
199;(13,19,3,13,11,15);Beatriz;Birdella;Beatriz.Birdella@yopmail.com;LCC
830;(7,4,14,12,0,13);Micheline;Yorick;Micheline.Yorick@yopmail.com;MIEI
289;(14,2,1,10,2,13);Paulita;Rosette;Paulita.Rosette@yopmail.com;MIEI
830;(3,15);Jinny;Cookie;Jinny.Cookie@yopmail.com;MIEFIS
950;(4,11,11,11);Ursulina;Faso;Ursulina.Faso@yopmail.com;MIEFIS
818;(0);Daune;Rolf;Daune.Rolf@yopmail.com;MIEFIS
874;(2,4,14,11);Darlleen;Allare;Darlleen.Allare@yopmail.com;LCC
672;(10,11,8,1,7);Valeda;Niccolo;Valeda.Niccolo@yopmail.com;MIEI
171;(17,8,15);Norine;Koziara;Norine.Koziara@yopmail.com;MIEFIS
199;(5,5,9,12,16,18);Fina;Hessler;Fina.Hessler@yopmail.com;MIEFIS
610;(6,5,1,9);Aubrie;Gale;Aubrie.Gale@yopmail.com;MIEI
716;(17,13,9,19);Emelina;Wyn;Emelina.Wyn@yopmail.com;LCC
437;(19,16);Giustina;Llovera;Giustina.Llovera@yopmail.com;MIEFIS
980;(10,9,10,17,7);Corene;Nunci;Corene.Nunci@yopmail.com;MIEI
575;(16,3,6,7,1);Dulce;Bates;Dulce.Bates@yopmail.com;LCC
863;(12,0,16);Imojean;Sacken;Imojean.Sacken@yopmail.com;MIEFIS
866;(3,16,7,12);Libbie;Noelyn;Libbie.Noelyn@yopmail.com;LCC
834;(9,2,14,18);Raquela;Stefa;Raquela.Stefa@yopmail.com;MIEI
311;(1);Sabina;Malvino;Sabina.Malvino@yopmail.com;LCC
762;(10,19,15,5);Edyth;Honoria;Edyth.Honoria@yopmail.com;MIEI
626;(8,14,10);Clo;Jotham;Clo.Jotham@yopmail.com;MIEFIS
633;(16,17,5,9,7);Gusty;Neva;Gusty.Neva@yopmail.com;MIEFIS
460;(11,19,8,9,4,16);Misha;Gusella;Misha.Gusella@yopmail.com;MIEI
368;(6);Molli;Wittie;Molli.Wittie@yopmail.com;MIEI
234;(5,9,0,0);Bettine;Mike;Bettine.Mike@yopmail.com;MIEI
140;(3,5,0,0,1);Grier;Hollingsworth;Grier.Hollingsworth@yopmail.com;MIEI
122;(1);Clementine;Doig;Clementine.Doig@yopmail.com;LCC
695;(17,0,3);Fawne;Sabella;Fawne.Sabella@yopmail.com;MIEI
387;(0,2,0,19,7);Alyda;Sprage;Alyda.Sprage@yopmail.com;LCC
586;(10,17,1);Valera;Meter;Valera.Meter@yopmail.com;LCC
224;(1,17,15,8);Betta;Drus;Betta.Drus@yopmail.com;MIEI
172;(7,3,6,14,11,9);Alejandra;Vary;Alejandra.Vary@yopmail.com;MIEI
848;(18,4,12);Imojean;Vernier;Imojean.Vernier@yopmail.com;MIEI
977;(6,3,5);Chloris;Remmer;Chloris.Remmer@yopmail.com;MIEFIS
793;(7);Brena;Chabot;Brena.Chabot@yopmail.com;LCC
400;(7,16,14,18);Georgetta;Uird;Georgetta.Uird@yopmail.com;LCC
220;(3,6,16);Marita;Hillel;Marita.Hillel@yopmail.com;LCC
701;(14,6,9,0,18,10);Jennica;Oscar;Jennica.Oscar@yopmail.com;MIEFIS
603;(10,11,2,18,18,15);Grier;Isacco;Grier.Isacco@yopmail.com;LCC
984;(4,6,17);Heida;Giule;Heida.Giule@yopmail.com;MIEI
568;(5,12);Leanna;Cressida;Leanna.Cressida@yopmail.com;MIEFIS
913;(8,11,6,17);Noelle;Bultman;Noelle.Bultman@yopmail.com;LCC
388;(13,3,12,11);Kayla;Fink;Kayla.Fink@yopmail.com;MIEFIS
944;(2,11);Tabbatha;Stephie;Tabbatha.Stephie@yopmail.com;LCC
680;(7,8);Vivia;Anderea;Vivia.Anderea@yopmail.com;LCC
921;(8,8,4,15,8);Valli;Isidore;Valli.Isidore@yopmail.com;MIEFIS
204;(12,4,4,14,13,0);Annecorinne;McLaughlin;Annecorinne.McLaughlin@yopmail.com;MIEI
886;(9,16,3,17);Brianna;Penelopa;Brianna.Penelopa@yopmail.com;LCC
160;(13,13,12,14,7,16);Fayre;Karna;Fayre.Karna@yopmail.com;LCC
949;(10);Justinn;Nerita;Justinn.Nerita@yopmail.com;MIEFIS
432;(15);Dulcinea;Vary;Dulcinea.Vary@yopmail.com;LCC
632;(2,5,8,11);Natka;Peonir;Natka.Peonir@yopmail.com;LCC
336;(8,6,11,2,18,9);Viviene;Suk;Viviene.Suk@yopmail.com;MIEFIS
711;(12);Ezmeralda;Sheng;Ezmeralda.Sheng@yopmail.com;MIEFIS
971;(19,7,13,18,9,16);Leona;Couture;Leona.Couture@yopmail.com;MIEFIS
292;(10,12,19,10,1,5);Tatiania;Damarra;Tatiania.Damarra@yopmail.com;LCC
772;(12,18);Glynnis;Winthorpe;Glynnis.Winthorpe@yopmail.com;LCC
245;(8,2,5);Aubrie;Natalia;Aubrie.Natalia@yopmail.com;LCC
431;(11);Blondelle;Salchunas;Blondelle.Salchunas@yopmail.com;MIEI
154;(4,19,18,14,13,12);Jinny;Colp;Jinny.Colp@yopmail.com;MIEI
208;(13,2,8,9,1,16);Eadie;Ahab;Eadie.Ahab@yopmail.com;LCC
587;(17,14,14,3);Catharine;Alice;Catharine.Alice@yopmail.com;MIEI
199;(1);Calla;Pelagias;Calla.Pelagias@yopmail.com;LCC
306;(2,8,4,12,1);Ilse;Zina;Ilse.Zina@yopmail.com;MIEFIS
142;(12,3);Celestyna;Lowry;Celestyna.Lowry@yopmail.com;LCC
975;(1,14);Robinia;Wittie;Robinia.Wittie@yopmail.com;LCC
496;(9,17,8,4,16);Netty;Pattin;Netty.Pattin@yopmail.com;LCC
130;(6,15,0);Dione;Rubie;Dione.Rubie@yopmail.com;LCC
817;(9,8,16);Paule;Buffum;Paule.Buffum@yopmail.com;LCC
212;(8,4,10,3,7,0);Dorothy;Mike;Dorothy.Mike@yopmail.com;MIEFIS
111;(8,10,2,12,8,12);Celestyna;Calhoun;Celestyna.Calhoun@yopmail.com;MIEI
458;(11,7,10,4,4,2);Dacia;Kussell;Dacia.Kussell@yopmail.com;MIEI
385;(7,10,4,8);Starla;Ludewig;Starla.Ludewig@yopmail.com;MIEFIS
964;(16,18);Chandra;Zaslow;Chandra.Zaslow@yopmail.com;LCC
354;(5);Meghann;LaRue;Meghann.LaRue@yopmail.com;MIEFIS
486;(4,16,12);Nananne;Mintz;Nananne.Mintz@yopmail.com;MIEI
217;(0,2,15,13);Coral;Chick;Coral.Chick@yopmail.com;MIEI
218;(14,16,13,4,7);Roberta;Hartnett;Roberta.Hartnett@yopmail.com;LCC
824;(2,4);Alyssa;Sasnett;Alyssa.Sasnett@yopmail.com;MIEFIS
233;(12,12,8,3,2,3);Katharina;Center;Katharina.Center@yopmail.com;LCC
180;(16,1);Ernesta;Richers;Ernesta.Richers@yopmail.com;LCC
748;(8,9);Krystle;Stacy;Krystle.Stacy@yopmail.com;MIEFIS
470;(13,16,19,16);Glynnis;Bord;Glynnis.Bord@yopmail.com;MIEFIS
432;(1,0,10);Tomasina;Bashemeth;Tomasina.Bashemeth@yopmail.com;MIEI
175;(2);Sheelagh;Genna;Sheelagh.Genna@yopmail.com;LCC
712;(12,1,18,7,14,5);Wendi;Nance;Wendi.Nance@yopmail.com;LCC
695;(1,8,5,4);Mary;Bronk;Mary.Bronk@yopmail.com;MIEI
601;(15,0,12);Aurelie;Therine;Aurelie.Therine@yopmail.com;LCC
600;(1,8,13,17,18);Annice;Harriman;Annice.Harriman@yopmail.com;MIEFIS
143;(15,14,18);Emma;Charmine;Emma.Charmine@yopmail.com;MIEI
594;(18,5,8,5,13);Aigneis;Sandye;Aigneis.Sandye@yopmail.com;LCC
935;(12,8);Carlie;Obed;Carlie.Obed@yopmail.com;MIEFIS
397;(10,16,3,11);Dale;Tryck;Dale.Tryck@yopmail.com;MIEI
530;(19);Kassey;Baptlsta;Kassey.Baptlsta@yopmail.com;MIEFIS
340;(11,13,10);Chickie;Minetta;Chickie.Minetta@yopmail.com;MIEI
143;(10,2,4,4,15,1);Nikki;Arquit;Nikki.Arquit@yopmail.com;LCC
282;(17,18,0);Verla;Mozelle;Verla.Mozelle@yopmail.com;LCC
808;(3,4,8,10);Letizia;Ezar;Letizia.Ezar@yopmail.com;MIEFIS
422;(18,0,13,16,14);Calla;Armanda;Calla.Armanda@yopmail.com;MIEFIS
756;(8,18);Ofilia;Larochelle;Ofilia.Larochelle@yopmail.com;MIEFIS
812;(5,10,18,15,2,3);Gerrie;Kamaria;Gerrie.Kamaria@yopmail.com;MIEFIS
552;(16,15,12);Cindelyn;Louanna;Cindelyn.Louanna@yopmail.com;MIEFIS
922;(0,8,10,0);Shel;Loring;Shel.Loring@yopmail.com;LCC
577;(2,13);Ayn;Marisa;Ayn.Marisa@yopmail.com;LCC
639;(15,19,16,14,11,16);Aurore;Dudley;Aurore.Dudley@yopmail.com;MIEI
284;(2);Clementine;Blake;Clementine.Blake@yopmail.com;MIEI
260;(3,12,19,11);Gianina;Hilbert;Gianina.Hilbert@yopmail.com;LCC
912;(18,12,3);Clary;Honoria;Clary.Honoria@yopmail.com;MIEFIS
586;(6,16,1,16,12);Elbertina;Ade;Elbertina.Ade@yopmail.com;LCC
594;(7);Cyb;Daegal;Cyb.Daegal@yopmail.com;MIEFIS
538;(11,13,18);Myrtice;Azeria;Myrtice.Azeria@yopmail.com;MIEI
970;(3,14,2,13,5,0);Celene;Kesley;Celene.Kesley@yopmail.com;MIEFIS
547;(4,2);Paule;Rustice;Paule.Rustice@yopmail.com;LCC
951;(18,15);Kylynn;Kolnick;Kylynn.Kolnick@yopmail.com;MIEFIS
302;(7);Helsa;Gillan;Helsa.Gillan@yopmail.com;LCC
419;(17,6,7,10,4);Wynne;Shama;Wynne.Shama@yopmail.com;MIEI
130;(9,3,5,1);Tarra;Sadowski;Tarra.Sadowski@yopmail.com;LCC
385;(2,19,13,1,18);Kenna;Poll;Kenna.Poll@yopmail.com;LCC
745;(1,19,19,0,18);Nonnah;Sothena;Nonnah.Sothena@yopmail.com;MIEI
957;(2);Gertrud;Joli;Gertrud.Joli@yopmail.com;MIEFIS
612;(8);Bernie;Ailyn;Bernie.Ailyn@yopmail.com;LCC
799;(19,3,17,10);Lyssa;Oster;Lyssa.Oster@yopmail.com;MIEFIS
783;(7,19,3);Gwenneth;Sikorski;Gwenneth.Sikorski@yopmail.com;LCC
860;(11,18,4,13,3,11);Rori;Karna;Rori.Karna@yopmail.com;MIEI
582;(12,6,9,15,8,4);Jean;Lail;Jean.Lail@yopmail.com;LCC
686;(9,16);Edith;Huggins;Edith.Huggins@yopmail.com;MIEFIS
575;(11,6);Alex;Keily;Alex.Keily@yopmail.com;MIEI
327;(15);Louella;Martsen;Louella.Martsen@yopmail.com;LCC
783;(6);Fina;Gavrila;Fina.Gavrila@yopmail.com;LCC
785;(0,9,8,14,17,1);Frank;Sothena;Frank.Sothena@yopmail.com;MIEFIS
212;(9);Jere;Kare;Jere.Kare@yopmail.com;MIEI
149;(2);Emilia;Dudley;Emilia.Dudley@yopmail.com;MIEFIS
224;(8,5,2);Oralee;Bury;Oralee.Bury@yopmail.com;MIEFIS
875;(10,17,11,15,14);Tori;Anis;Tori.Anis@yopmail.com;MIEFIS
537;(8,13,19,18,10);Ada;Suk;Ada.Suk@yopmail.com;MIEI
593;(18,13,4,6,19,9);Courtnay;Hanleigh;Courtnay.Hanleigh@yopmail.com;MIEI
932;(9);Willetta;Chesna;Willetta.Chesna@yopmail.com;LCC
988;(4,6);Merci;Maisey;Merci.Maisey@yopmail.com;MIEFIS
601;(1,19,7);Aurelie;Darbie;Aurelie.Darbie@yopmail.com;LCC
277;(5);Joy;Gwenore;Joy.Gwenore@yopmail.com;LCC
645;(7,16,14,1,18);Flory;McLaughlin;Flory.McLaughlin@yopmail.com;MIEFIS
936;(19,15);Perry;Harned;Perry.Harned@yopmail.com;MIEFIS
996;(13,3,15,6);Yetty;Kylander;Yetty.Kylander@yopmail.com;MIEI
147;(3,11,13,0);Leanna;Mintz;Leanna.Mintz@yopmail.com;LCC
569;(9);Corly;Gladstone;Corly.Gladstone@yopmail.com;LCC
697;(5,2,18,2);Kial;Hachmin;Kial.Hachmin@yopmail.com;LCC
798;(11,15,17);Mariele;Giff;Mariele.Giff@yopmail.com;LCC
790;(11,9,13,18);Rosanne;Leary;Rosanne.Leary@yopmail.com;LCC
783;(7,4,19);Lesly;Hieronymus;Lesly.Hieronymus@yopmail.com;MIEI
638;(15,6,14,0,4,4);Ana;Eachern;Ana.Eachern@yopmail.com;LCC
944;(0,6);June;Carleen;June.Carleen@yopmail.com;LCC
386;(16);Georgetta;Drisko;Georgetta.Drisko@yopmail.com;LCC
470;(4,8);Rosaline;Caitlin;Rosaline.Caitlin@yopmail.com;LCC
876;(9,12,2,7,3,6);Chastity;Sparhawk;Chastity.Sparhawk@yopmail.com;MIEFIS
603;(2,1);Jessamyn;Sharl;Jessamyn.Sharl@yopmail.com;MIEI
336;(18);Sandie;Pond;Sandie.Pond@yopmail.com;MIEI
539;(1,16);Jackie;Amasa;Jackie.Amasa@yopmail.com;MIEI
473;(7,3,11,1,17);Jeanna;Berl;Jeanna.Berl@yopmail.com;MIEFIS
112;(17,5,11,0,11);Kassey;Velick;Kassey.Velick@yopmail.com;MIEFIS
724;(14);Ketti;Kronfeld;Ketti.Kronfeld@yopmail.com;LCC
790;(14,13);Eve;Kevon;Eve.Kevon@yopmail.com;MIEI
522;(5,16,14,1,3,6);Kittie;Sperling;Kittie.Sperling@yopmail.com;MIEFIS
544;(10,4,16,3);Ethel;Ietta;Ethel.Ietta@yopmail.com;MIEI
519;(3,17,2,4);Valeda;Abernon;Valeda.Abernon@yopmail.com;MIEFIS
578;(13,13,11);Liana;Lea;Liana.Lea@yopmail.com;LCC
452;(12,16,3,6);Maurene;Paton;Maurene.Paton@yopmail.com;LCC
214;(16,4,18,0,16,18);Viviene;Friede;Viviene.Friede@yopmail.com;LCC
665;(14);Dagmar;Janene;Dagmar.Janene@yopmail.com;MIEI
136;(6,5,11,16);Roberta;Ader;Roberta.Ader@yopmail.com;MIEFIS
777;(17,19,1,12,18,17);Kerrin;Lemuela;Kerrin.Lemuela@yopmail.com;MIEI
902;(17,6,0);Sophia;Greenwald;Sophia.Greenwald@yopmail.com;LCC
210;(14,16,17,8,3);Kylynn;Pernick;Kylynn.Pernick@yopmail.com;MIEFIS
132;(9,8,15);Philis;Iaverne;Philis.Iaverne@yopmail.com;MIEI
665;(2,2,11,11,16,6);Doro;Natica;Doro.Natica@yopmail.com;MIEFIS
672;(5,3,1,15,14);Dominga;Pozzy;Dominga.Pozzy@yopmail.com;MIEFIS
841;(9,3,0);Daryl;Mandler;Daryl.Mandler@yopmail.com;MIEFIS
331;(3,8,15,14,18);Rozele;Daveta;Rozele.Daveta@yopmail.com;LCC
182;(0,19,1,9,13,1);Lorie;Mayeda;Lorie.Mayeda@yopmail.com;MIEI
558;(6,14);Bibby;Yoko;Bibby.Yoko@yopmail.com;MIEFIS
937;(0,17,6,18,2,16);Renae;Lindemann;Renae.Lindemann@yopmail.com;MIEFIS
116;(14,5,16,16,5,18);Lynea;Honoria;Lynea.Honoria@yopmail.com;MIEI
246;(18,4,10,4);Nadine;Pitt;Nadine.Pitt@yopmail.com;MIEI
766;(13);Dorene;Sherfield;Dorene.Sherfield@yopmail.com;LCC
772;(11,13);Joleen;Ciro;Joleen.Ciro@yopmail.com;MIEFIS
216;(13,13);Monika;Dulciana;Monika.Dulciana@yopmail.com;MIEI
833;(16,0,10,17,15);Tressa;Catie;Tressa.Catie@yopmail.com;LCC
232;(0,19);Blinni;Glovsky;Blinni.Glovsky@yopmail.com;LCC
908;(6);Alex;Paine;Alex.Paine@yopmail.com;MIEI
861;(5,13);Sabina;Hurley;Sabina.Hurley@yopmail.com;MIEI
241;(7);Stephanie;Kristi;Stephanie.Kristi@yopmail.com;MIEFIS
583;(11,18,14,19,10);Devina;Aurelio;Devina.Aurelio@yopmail.com;MIEI
489;(1,19,11,11);Ericka;Frendel;Ericka.Frendel@yopmail.com;MIEI
218;(5,7,11);Bee;Ellerey;Bee.Ellerey@yopmail.com;LCC
579;(5);Catrina;Forrer;Catrina.Forrer@yopmail.com;MIEFIS
229;(3,2,4);Lorie;Behre;Lorie.Behre@yopmail.com;MIEFIS
671;(4,9,5);Camile;Reneta;Camile.Reneta@yopmail.com;MIEFIS
967;(15,9);Cassandra;Trace;Cassandra.Trace@yopmail.com;MIEFIS
461;(16,7,13,0,12,12);Stephanie;Cottle;Stephanie.Cottle@yopmail.com;MIEFIS
193;(7,2,0);Julieta;Joeann;Julieta.Joeann@yopmail.com;LCC
892;(10,8,17);Odessa;Brady;Odessa.Brady@yopmail.com;LCC
277;(18);Marguerite;Persse;Marguerite.Persse@yopmail.com;MIEI
609;(11,9,14,9,13);Elbertina;Kosey;Elbertina.Kosey@yopmail.com;MIEFIS
872;(3,6,9,0,17,19);Randa;Toor;Randa.Toor@yopmail.com;MIEI
814;(14,4,12,2,14,1);Barbara;Jethro;Barbara.Jethro@yopmail.com;MIEFIS
331;(17);Lucy;Sinegold;Lucy.Sinegold@yopmail.com;LCC
909;(15,17,11);Dulce;Kelula;Dulce.Kelula@yopmail.com;MIEFIS
179;(10,11,13,12,7,5);Ebonee;Callista;Ebonee.Callista@yopmail.com;LCC
822;(18,10,19,12);Modestia;Gusella;Modestia.Gusella@yopmail.com;MIEI
671;(1,10,10,5,16,9);Deedee;Faria;Deedee.Faria@yopmail.com;MIEFIS
829;(11,8,14,5,5);Doro;Azeria;Doro.Azeria@yopmail.com;LCC
378;(19,12,19,4,13);June;Raychel;June.Raychel@yopmail.com;MIEI
314;(13,1,9);Molli;Bandeen;Molli.Bandeen@yopmail.com;MIEI
255;(6);Trudie;Byrne;Trudie.Byrne@yopmail.com;MIEI
1000;(16,10,9,10,10,6);Berta;Grayce;Berta.Grayce@yopmail.com;LCC
505;(4,4,19,10,8);Kathy;Adalbert;Kathy.Adalbert@yopmail.com;MIEI
712;(11,5,4,6);Elvira;Dreda;Elvira.Dreda@yopmail.com;MIEFIS
811;(13,10,0,5,12,12);Alameda;Klotz;Alameda.Klotz@yopmail.com;LCC
265;(1,11,8,18,8);Devina;Paton;Devina.Paton@yopmail.com;MIEI
452;(7);Kore;Sikorski;Kore.Sikorski@yopmail.com;MIEFIS
154;(14);Raf;Frendel;Raf.Frendel@yopmail.com;MIEI
620;(8,1,1,14,2);Valli;Shirberg;Valli.Shirberg@yopmail.com;MIEI
999;(12);Kittie;Seumas;Kittie.Seumas@yopmail.com;LCC
624;(3,7,12,8,4,19);Edith;Brittani;Edith.Brittani@yopmail.com;MIEFIS
852;(4,2,0);Monika;Christine;Monika.Christine@yopmail.com;MIEI
671;(2,3,5,9,3);Mireielle;Adamsen;Mireielle.Adamsen@yopmail.com;MIEI
978;(18,2);Teddie;Lalitta;Teddie.Lalitta@yopmail.com;MIEI
749;(10,3,12,14,11);Emmey;Whittaker;Emmey.Whittaker@yopmail.com;LCC
435;(3,5,16,16,10,19);Gerrie;Craggie;Gerrie.Craggie@yopmail.com;LCC
591;(3);Rayna;Love;Rayna.Love@yopmail.com;MIEI
410;(3,17);Cherilyn;Sidonius;Cherilyn.Sidonius@yopmail.com;LCC
625;(12,5);Verla;Bendick;Verla.Bendick@yopmail.com;LCC
426;(8,15,16,0,9);Daphne;Winnick;Daphne.Winnick@yopmail.com;LCC
925;(10);Camile;Cavan;Camile.Cavan@yopmail.com;MIEFIS
960;(4,8);Sharai;Yusuk;Sharai.Yusuk@yopmail.com;MIEI
606;(5,0,19,9);Nadine;Heidt;Nadine.Heidt@yopmail.com;MIEI
519;(11);Chrystel;Stav;Chrystel.Stav@yopmail.com;MIEI
490;(11,5,15,19,5,8);Allis;Killigrew;Allis.Killigrew@yopmail.com;MIEFIS
199;(6,17,13,3,7,6);Paule;Blake;Paule.Blake@yopmail.com;MIEFIS
639;(19,11);Sadie;Poll;Sadie.Poll@yopmail.com;MIEI
569;(14,4,2);Lily;Yerkovich;Lily.Yerkovich@yopmail.com;MIEI
138;(2,11,10,12,17,2);Darci;Leler;Darci.Leler@yopmail.com;MIEI
554;(18);Jacenta;Tayib;Jacenta.Tayib@yopmail.com;LCC
841;(18,11);Jennica;Candy;Jennica.Candy@yopmail.com;LCC
107;(15);Livvyy;Campball;Livvyy.Campball@yopmail.com;MIEFIS
700;(6);Cherilyn;Marden;Cherilyn.Marden@yopmail.com;LCC
648;(0,19,6,7);Marjie;Ovid;Marjie.Ovid@yopmail.com;MIEFIS
915;(12,5);Ezmeralda;Kunin;Ezmeralda.Kunin@yopmail.com;MIEFIS
801;(9,15,10,19,14);Marjie;Ledah;Marjie.Ledah@yopmail.com;MIEI
216;(12,9,13);Yetty;Yuille;Yetty.Yuille@yopmail.com;LCC
615;(4);Kelly;Hillel;Kelly.Hillel@yopmail.com;LCC
335;(16,0,19);Elsie;Pearse;Elsie.Pearse@yopmail.com;LCC
591;(15,11,19,12);Elena;Shama;Elena.Shama@yopmail.com;MIEFIS
531;(6,10,7,18,15);Ermengarde;MacIntosh;Ermengarde.MacIntosh@yopmail.com;MIEI
847;(7,12,18,13,4);Violet;Trinetta;Violet.Trinetta@yopmail.com;MIEFIS
758;(5,12,8);Dolli;Tice;Dolli.Tice@yopmail.com;LCC
449;(5,11);Paule;Hebner;Paule.Hebner@yopmail.com;MIEI
929;(10,1,18,18,16);Marleah;Edee;Marleah.Edee@yopmail.com;MIEI
734;(0,3);Emylee;Carlson;Emylee.Carlson@yopmail.com;LCC
634;(0,16);Marcy;Bergman;Marcy.Bergman@yopmail.com;MIEFIS
552;(3,10,5,0,16,9);Celisse;Cookie;Celisse.Cookie@yopmail.com;LCC
260;(15,10,7,7,13);Ingrid;Kat;Ingrid.Kat@yopmail.com;MIEFIS
656;(6);Marcelline;Wilkinson;Marcelline.Wilkinson@yopmail.com;MIEFIS
192;(2,5,6,2,2,6);Ana;Celestine;Ana.Celestine@yopmail.com;MIEFIS
294;(16,13,4,13,14,2);Vere;Anton;Vere.Anton@yopmail.com;LCC
