numero;PrimeiroNome;UltimoNome;Curso;notas*avg
233;Cissiee;Infield;MIEI;(17,8,6)
476;Ofilia;Medrek;LCC;(4,13)
397;Jorry;Willie;MIEFIS;(19,11)
207;Ardys;Medrek;MIEFIS;(7)
942;Sara-Ann;Kalinda;MIEFIS;(0,11)
413;Shell;Ackerley;MIEFIS;(19,18,5)
651;Marsiella;Cohdwell;MIEFIS;(17,13,12,3,7)
715;Queenie;Beniamino;MIEI;(12)
594;Ingrid;Bach;MIEI;(13,15,1,3,10)
120;Antonietta;Ariella;MIEI;(2,7)
349;Siana;Masao;MIEFIS;(9,4,4)
174;Letizia;Mehalek;MIEI;(18,11,18,11)
651;Gavrielle;Gahl;MIEFIS;(6)
704;Rivalee;Chandler;MIEI;(12,10,12)
518;Hallie;Maisey;MIEI;(12,16,17,2,2)
641;Perry;Carri;MIEFIS;(16,17)
246;Taffy;Romelda;MIEFIS;(14)
646;Collen;Winnick;MIEFIS;(0,16,11,3,18,19)
317;Charmaine;Jefferey;MIEI;(4,2,10,4,6)
224;Nickie;Vins;MIEFIS;(17,9,15,10)
837;Valli;Schwejda;MIEI;(18)
521;Babita;Ellerey;MIEFIS;(3,12,10)
717;Mary;Socha;LCC;(12)
208;Adore;Callista;LCC;(11)
355;Jacquetta;Slifka;MIEI;(6)
620;Alex;Gregrory;MIEI;(0,7,17)
870;Lilith;Garbe;LCC;(11,12,7,2,16)
579;Aryn;Dulciana;LCC;(9,10,11,19,2)
114;Natka;Anyah;MIEI;(12,2,9,19,19)
585;Nickie;Even;LCC;(0,9,0,6,12,14)
211;Iseabal;Oriana;MIEI;(16,18,13,10,11)
926;Orsola;Aaberg;MIEFIS;(16,17,12,8)
854;Fawne;Blase;MIEI;(10,1,16,12,4)
978;Hettie;Hathaway;LCC;(11,11,6)
981;Judy;Pelagias;MIEFIS;(19,12)
470;Candi;Cohdwell;MIEFIS;(10,9,1,16)
397;Ada;Vacuva;LCC;(3,14,3,3)
875;Darlleen;Helve;MIEFIS;(16,18,9,6,19)
222;Edee;Sharl;LCC;(1)
206;Cordi;Tyson;LCC;(5,9,12,11)
638;Moyna;Wallis;MIEFIS;(2,7,2)
630;Lory;Jorgan;MIEFIS;(1,2,13,9)
825;Lynnea;Saunderson;LCC;(6,9)
973;Aryn;Anastatius;MIEFIS;(8,14,5,1,2)
856;Margalo;Lindemann;LCC;(2)
819;Christy;Ogren;MIEFIS;(3,13)
688;Romona;Burkle;MIEI;(7,18)
597;Linet;Grosz;LCC;(0,1,4,6,14)
883;Emylee;Presber;MIEFIS;(7,18,10,3,13)
164;Eolanda;Docilla;LCC;(18,11,19,2)
755;Dacia;Cimbura;MIEI;(13,11,15,6,15,11)
900;Inga;Oster;MIEFIS;(9,17,5,5,8,10)
451;Bobbi;Ammann;MIEI;(5)
105;Marguerite;Bevin;LCC;(8,17)
706;Rozele;Hoban;LCC;(8,4,9,3,10,4)
286;Britni;Vernier;LCC;(7,2,4,13,3,6)
186;Tarra;Bollay;LCC;(3,19,1)
256;Hildegaard;Maples;LCC;(11,6,10)
512;Clementine;Zetta;LCC;(8)
552;Gale;Norrie;LCC;(19,18,17)
302;Vivia;An;MIEI;(10,4)
750;Caressa;Dermott;MIEFIS;(19,16,15)
778;Gabriellia;Lilas;LCC;(18,19,4,7,4,5)
252;Danika;Merriott;MIEI;(10,0,17,7,2)
495;Esmeralda;Boehike;LCC;(10)
357;Mureil;Minetta;MIEFIS;(16,18)
911;Lynnea;Keily;MIEI;(10)
460;Rosabelle;Annabella;MIEI;(7,19,10)
282;Nadine;Aida;MIEFIS;(4,12,1,17,15,3)
598;Elena;Gahl;LCC;(15,16,1,11,8,0)
122;Evita;Gale;MIEFIS;(4,4,18,3)
179;Elise;Norrie;LCC;(6,4,18,6)
220;Goldie;Cressida;MIEI;(11,9)
625;Celene;Olnee;MIEFIS;(7,17,19,12,2)
279;Brynna;Othilia;MIEFIS;(11,8)
429;Kary;Mauer;LCC;(6,15)
944;Damaris;Daegal;MIEFIS;(3,12,3)
222;Renae;Camden;LCC;(13,9,3,10)
914;Florencia;Fontana;MIEI;(6,18,4)
752;Willetta;Dorcy;MIEFIS;(12,8,11,0)
777;Stevana;Raimondo;MIEI;(15,2,12,14,7,8)
431;Pierette;Claudine;MIEFIS;(13)
414;Deane;Merat;MIEI;(1,13)
780;Ginnie;Harl;MIEFIS;(12,2,11,6,13)
136;Tatiania;Hashim;MIEI;(15,3,8,8,11)
567;Annabela;Loleta;MIEFIS;(14)
463;Sabina;Schlosser;MIEI;(4,7,12)
953;Charissa;Sibyls;MIEI;(17,4,17)
319;Lorie;Ezar;MIEFIS;(6,7,2)
555;Helena;Durante;MIEI;(19,2,1,12,16)
199;Anallese;Noman;MIEI;(7,2)
876;Atlanta;Carri;MIEI;(14,2,15,16,4,11)
364;Cristine;Ortrude;MIEI;(14,15,19)
689;Ilse;Vorster;MIEFIS;(3,9)
984;Lita;Torray;MIEFIS;(2,1,12)
103;Wileen;McNully;MIEI;(8)
437;Maurene;Malvino;MIEFIS;(8)
347;Jacquetta;Newell;MIEI;(17,15,2,2)
303;Joleen;Rosalba;MIEFIS;(11,7,4,18,13,16)
458;Kamilah;Roxanna;MIEI;(12,14,12)
733;Chandra;Hashim;LCC;(11,19)
501;Lory;Ivens;LCC;(10,11,6,12,4)
914;Jerry;Hazlett;MIEFIS;(9,3,9)
888;Dale;Bethany;LCC;(11,6,14,19,1,8)
799;Dode;Schwejda;LCC;(5,1,8,11)
244;Edee;Macey;LCC;(10,17,14)
350;Ardeen;Beebe;MIEFIS;(11)
445;Liana;Estella;LCC;(9)
855;Kathi;Regan;MIEI;(14,0,4,17,19)
375;Eve;Gerge;LCC;(2,0,4,9,12,7)
128;Neila;Shanley;MIEI;(12,7,2)
581;Addia;Linskey;MIEFIS;(11,12,13,9,12,5)
485;Hildegaard;Sidonius;MIEI;(17,14,16,8,1)
581;Angela;Alva;MIEI;(6,5)
325;Lanna;Raseda;MIEI;(18,9,12,9,2,18)
435;Sonni;Rad;MIEFIS;(19,1,18)
205;Vinita;Huggins;MIEFIS;(15)
182;Marylou;Shuler;MIEFIS;(12)
407;Shel;Posner;MIEFIS;(14,1,0)
122;Valera;Schalles;LCC;(10,3,10,0,7,3)
410;Amara;Leler;LCC;(1,1,12)
971;Beth;Sekofski;LCC;(15,19)
393;Allyce;Saunderson;LCC;(9,10)
364;Lory;Muriel;MIEI;(3,13,13)
400;Aili;Tjon;LCC;(12,0,4,18,8)
531;Lulita;Hewitt;MIEI;(19,2,10,8)
337;Jessamyn;Lea;MIEI;(5,6,19,8)
516;Maisey;Hylan;LCC;(16,9,16,14)
120;Addia;Hull;MIEFIS;(2,7,5)
738;Daphne;Vittoria;LCC;(10,19,9,6,7,19)
736;Nanete;Hermes;MIEI;(17,9)
284;Janenna;Ioab;MIEI;(3,4,4)
468;Vita;Girardo;MIEFIS;(14)
134;Deedee;Artie;MIEFIS;(16,6,7)
569;Sibella;Gerge;LCC;(12,7,5,0,14)
782;Ardys;Lenny;MIEI;(3,17)
821;Ruthe;Gahl;MIEI;(16,9,0)
308;Cristine;Markman;MIEI;(1,1,0,5)
628;Cristabel;Magnolia;MIEFIS;(3,4,12,17,14)
877;Charlena;Kaja;MIEI;(12,10,7,12,17,17)
714;Sybille;Grayce;MIEI;(19,7,16)
951;Violet;Wilkinson;MIEFIS;(11,18,11,19,11)
475;Celisse;Drus;MIEI;(7,3,19,8)
515;Coral;Pond;LCC;(7,18,10)
652;Celestyna;Clywd;LCC;(4)
428;Valeda;Aloise;MIEI;(3,18)
168;Angelique;Thilda;MIEFIS;(0,3)
267;Jany;Jerald;LCC;(14,14)
447;Brynna;Cassius;LCC;(11,11,9,16,4)
571;Jenilee;Emanuel;MIEI;(13,7,14,11,4,9)
249;Kenna;Skurnik;LCC;(3,1,0,0,17)
436;Rhoda;Rolf;MIEI;(6,11)
914;Iseabal;Rozanna;LCC;(0,1,14)
899;Mariann;Si;LCC;(3,18,4,17)
747;Selma;McGrody;MIEI;(15,19,11)
671;Theodora;Maxi;MIEFIS;(14,16,8,0,1)
459;Althea;Felizio;LCC;(10,0)
843;Letizia;Ardeha;LCC;(15)
160;Marsiella;Dichy;MIEI;(1,8,8,19)
267;Tobe;Delacourt;LCC;(7,19,17)
836;Helsa;Septima;LCC;(10,11,2)
192;Shandie;Dulciana;LCC;(2,10,3,13)
605;Aeriela;Mehalek;LCC;(17)
884;Georgina;Kevon;MIEFIS;(3,14)
395;Melanie;Brotherson;LCC;(19)
141;Monika;Haldas;MIEFIS;(18)
931;Dione;Agle;MIEFIS;(9,2,2,15)
501;Estell;Billye;MIEFIS;(15,14,13,10,17,6)
520;Harrietta;Fancie;MIEFIS;(9)
994;Laurene;Katrine;LCC;(2)
955;Neila;Francene;MIEFIS;(14,14,13)
408;Renie;Hanleigh;MIEI;(3,5,7,3,17)
353;Molli;Lowry;MIEI;(7,4,7,17,12)
678;Zia;Ajay;LCC;(8)
902;Helsa;Moina;MIEFIS;(9)
381;Tobe;Vastah;MIEI;(8,5)
503;Cathyleen;Bebe;MIEFIS;(19,9,6)
605;Cecile;Macey;MIEI;(18,0,9)
836;Corly;Brian;MIEI;(14,1,11,0)
908;Sam;Erlandson;LCC;(0,13,14,9)
790;Tani;Skurnik;MIEFIS;(9)
730;Malina;Santoro;MIEFIS;(16,8,10)
923;Evaleen;Bonucci;LCC;(11,0)
368;Eugine;Maxi;MIEFIS;(3)
447;Meg;Duwalt;LCC;(11,4,0,8,16)
108;Alleen;Doig;MIEFIS;(6)
763;Lisette;Goldina;MIEI;(5,1)
461;Jan;Euridice;MIEI;(18,18)
804;Lilith;Shanley;MIEFIS;(15,5)
237;Monika;Rosette;MIEI;(18,3,13,11,2,16)
612;Camile;Stuart;LCC;(3,15,18,17,2,2)
124;Kelly;Juan;MIEI;(11,9)
559;Di;Burnside;MIEFIS;(4,10)
927;Elena;Vorster;LCC;(10,11)
390;Sherrie;Hachmin;MIEFIS;(3,5,2,14)
134;Lizzie;Harl;MIEI;(18,13,4,1,10,16)
996;Benita;Bonucci;LCC;(6,12,3)
426;Harrietta;Halsey;MIEI;(6,17,15,7,6,18)
184;Daphne;Goddard;LCC;(10,3,16)
502;Reeba;Gregrory;MIEFIS;(11,14,15,4)
359;Roberta;Lorain;MIEFIS;(17,18)
179;Glenda;Fabiola;MIEI;(12,0,5,8,8,2)
958;Pollyanna;Kesley;MIEFIS;(11,7)
641;Shandie;Rogerio;LCC;(1,11,7)
731;Jeanna;Phi;MIEFIS;(9,14,6,16,10,10)
552;Tatiania;Secrest;LCC;(3,1,19,4,1)
933;Madalyn;Marisa;LCC;(6,17)
306;Starla;Isidore;MIEFIS;(3,19)
797;Raina;Bobbee;MIEFIS;(3)
520;Jessy;Erb;MIEFIS;(14,5,4,12,18,0)
945;Aaren;Rossner;MIEI;(4,2,15,19,3,13)
317;Renae;Ventre;MIEFIS;(0,2)
277;Emilia;Phyllis;MIEI;(18,3,13)
509;Althea;Meter;MIEI;(8,16,7,17,19)
228;Ivett;Rozanna;LCC;(13,9)
547;Marjie;Lalitta;MIEI;(3,17,19)
709;Daryl;Secrest;MIEI;(13,16,4,4,6)
625;Rosene;Edmund;LCC;(6,13,15)
185;Lorenza;Artie;MIEFIS;(19,7,18,4,5,17)
957;Ayn;Edee;LCC;(0,1,19,12,11,7)
437;Joleen;Chick;LCC;(2,10)
612;Fernande;Nunci;LCC;(10)
824;Kelly;Magdalen;MIEI;(6,8)
821;Karena;Hourigan;LCC;(1,3,3)
890;Ardys;Sophronia;MIEFIS;(10,7,2,5,10)
789;Lucy;Georgy;MIEFIS;(10,13,13)
126;Cherilyn;Longfellow;LCC;(5,17,5,2,10,5)
900;Chastity;Mullane;MIEFIS;(2,0,1,2)
148;Celestyna;Maryanne;LCC;(4,3)
789;Carilyn;Duwalt;LCC;(13,15,19,19,15)
497;Collen;Bates;MIEI;(12)
963;Kore;Roarke;LCC;(2,7,10,16,13,18)
826;Mureil;Wenoa;MIEI;(0,11,4,16)
780;Robinia;Ovid;LCC;(5,3,0,2)
946;Caryl;Poppy;MIEFIS;(2,0,13,5)
645;Kathy;Ricki;MIEFIS;(5)
260;Anestassia;Marsden;MIEI;(12,3)
690;Layla;Cleavland;MIEI;(19,11,17,8,9,1)
592;Emelina;Cordi;LCC;(8,17,0,9)
545;Alyssa;An;MIEFIS;(16,11,2,15,3,11)
791;Emylee;Kannry;MIEI;(13,19,0)
684;Barbi;Ioab;MIEI;(16,6,6)
408;Tracey;Dielu;MIEFIS;(0)
160;Lory;Urania;LCC;(18)
288;Berta;Burch;MIEI;(15,18,11,17,6,16)
666;Hyacinthe;Melleta;MIEFIS;(6,6,2)
504;Emmey;Parsaye;MIEFIS;(11,5,16,8,7)
149;Jessamyn;Larochelle;MIEI;(10,6)
135;Rochette;Ammann;MIEI;(10,1,12,2)
115;Henriette;Sherrie;MIEI;(4,9,9)
357;Olwen;Honoria;MIEI;(14,16,4,3)
970;Leeanne;Cleavland;MIEI;(15,4,16,8)
310;Shandie;Israeli;MIEI;(17,7,15,13)
218;Vita;Paton;LCC;(19)
883;Lauryn;Ralfston;MIEFIS;(10)
945;Deedee;Heisel;LCC;(4,12,16,10,4)
897;Dorthy;Katrine;MIEFIS;(1,5,17)
898;Kimmy;Burch;LCC;(5,9,14,12,1,2)
776;Ruthe;Sallyann;MIEFIS;(19,13)
788;Jillayne;Kelula;MIEFIS;(9,13)
389;Amalie;Huggins;MIEI;(17,13,7,9,9)
893;Dulcinea;Edmund;MIEI;(1,0)
762;Sherrie;Salchunas;LCC;(4,1,7)
889;Alisha;Anselmi;LCC;(2,12,2,18,10)
498;Emylee;Marisa;MIEFIS;(0,5,10,7,9,9)
572;Kamilah;Lytton;LCC;(14,16,12,17)
358;Damaris;Azeria;MIEI;(14,2,4,2)
570;Gusella;Dudley;MIEI;(6,11,11,0,16)
229;Raina;Sidonius;MIEFIS;(13,3,9,8)
521;Myriam;Hylan;LCC;(11)
647;Lesly;Medrek;MIEFIS;(17,17,11,8)
557;Marinna;Niles;LCC;(16,11,19,11,12,5)
348;Ketti;Masao;LCC;(13,18,3)
257;Caritta;Bonucci;MIEFIS;(19)
703;Bertine;Horan;MIEFIS;(12,15,0,6,2)
737;Gabi;Lemuela;LCC;(19)
237;Belva;Jerald;MIEI;(15,16,15,0)
847;Allyce;Dudley;MIEFIS;(9)
525;Anallese;Rustice;MIEFIS;(6,3,11)
880;Evita;Gwenore;MIEFIS;(15,12)
362;Lolita;Faria;LCC;(17,6,7,18,11,5)
349;Kaia;Ophelia;MIEFIS;(2,2,4,14,17,13)
168;Angela;Libna;MIEFIS;(10)
844;Christian;Bebe;MIEFIS;(17)
431;Nariko;Crudden;LCC;(10,9,15)
512;Vita;Lamoree;MIEFIS;(2,16,0,2,19)
197;Teriann;Santoro;LCC;(4,4,0,18,7)
111;Philis;Bronk;MIEI;(2,7,7,9)
702;Bertine;Andrel;LCC;(11,12)
756;Kimberley;Kolnick;LCC;(5,2,14,18)
681;Maye;Haldas;MIEFIS;(19)
744;Mireielle;Alisia;MIEFIS;(2,17,13)
570;Cristabel;Bonilla;MIEFIS;(0,0,10,6,5,8)
127;Robinia;Atonsah;MIEFIS;(12)
770;Marika;Holtz;LCC;(11,19,12,1,10,7)
366;Goldie;Fillbert;LCC;(8,5)
952;Annabela;Yuille;MIEI;(6,4,16)
605;Rozele;Meter;LCC;(5)
737;Belinda;Ovid;MIEFIS;(18,12)
571;Selia;Felizio;MIEFIS;(6,9,19,7)
386;Tarra;Warthman;LCC;(2,16,1,18,2)
194;Glenda;Sammons;LCC;(11)
897;Kimmy;Corilla;LCC;(1,5,14)
586;Dorice;Connelly;LCC;(17,19)
737;Christal;Bari;LCC;(3,18,3,16,1,0)
397;Ethel;Rona;LCC;(12,8,13)
272;Max;Juan;MIEI;(9,12)
720;Joleen;Pauly;MIEFIS;(6,14,8,5,6)
144;Ellette;Ardra;MIEFIS;(3,18,16)
849;Ellette;Gale;LCC;(15,16)
400;Flory;Randene;MIEI;(5,0,5,13,6)
113;Desirae;Narton;MIEFIS;(8,15,11,16)
822;Queenie;Gladstone;MIEI;(7)
220;Jorry;Orlene;MIEFIS;(17,17,14,10)
818;Bibby;Noelyn;MIEFIS;(18,1,17,14,17,16)
168;Catrina;Stav;LCC;(16,5,15,4)
712;Moyna;Carlson;MIEFIS;(6,15)
750;Reeba;Belldas;MIEI;(2)
227;Frank;Imelida;MIEI;(13,2,11,1,5)
417;Sabina;Chaing;LCC;(9,9,14,8)
676;Pearline;Salchunas;MIEI;(4,18,0,9,5)
779;Fernande;Edmund;LCC;(3)
793;Morganica;Annice;MIEI;(11,18,16,5)
460;Di;Marcellus;LCC;(9,14,12,11,7,15)
668;Penelopa;Gherardo;MIEFIS;(8,2)
904;Dulce;Lia;LCC;(8,7,10,7,2,11)
623;Meriel;Trinetta;MIEFIS;(7,11,9,15,17)
184;Karena;Hathaway;MIEI;(9,16,1,5)
374;Glynnis;Waite;MIEFIS;(10,1,4)
332;Moyna;Natalia;LCC;(12,4,1,2)
451;Katuscha;Land;MIEFIS;(17,16)
343;Dennie;Audly;MIEFIS;(8,6,7,6)
157;Roseline;Wallis;MIEFIS;(16,17,4)
450;Mary;Estella;MIEI;(13,19,6,19)
343;Halette;Kenwood;MIEI;(3,12,12)
592;Rubie;Charity;MIEFIS;(6)
521;Petronia;Ferrell;MIEI;(9)
841;Ericka;Doig;LCC;(5)
155;Jsandye;Rosalba;MIEFIS;(2,19,6)
153;Allyce;Ephrem;LCC;(15,17,18,15,15)
550;Lenna;Adrienne;MIEFIS;(15,2,7)
373;Kirstin;Hoban;MIEFIS;(11,19,11,13,11)
541;Bernardine;Haymes;MIEFIS;(18,19,15)
380;Florie;Euridice;MIEFIS;(12,7,7,3,12,9)
120;Demetris;Mayeda;MIEI;(9)
521;Glenda;Trace;MIEFIS;(17,19)
255;Dari;Autrey;MIEFIS;(4,4,10,13,6)
291;Jeanna;Georas;MIEFIS;(15,1)
253;Eolanda;Brandice;MIEI;(6,14,15,16,10)
317;Constance;Cecile;MIEI;(8,13,7)
591;Mary;Reidar;MIEI;(8,10,12,2,5)
603;Janis;Rogerio;MIEFIS;(3)
511;Ulrike;Dahlia;LCC;(6,0,5,9)
790;Myrtice;Nahum;MIEI;(12,6,19)
228;Leanna;Elsinore;LCC;(14,13,2,17)
756;Nadine;Lilas;MIEI;(19,18,14,10,7)
747;Molli;Aprile;LCC;(2,19,10,3,14)
480;Nonnah;Tarrant;LCC;(2,18,6,2,13)
314;Tatiania;Behre;MIEFIS;(10,13,14,6)
678;Bernie;Linehan;MIEI;(13,18,13,19,3)
457;Kylynn;Secrest;MIEI;(9,14,18)
967;Arlena;Honoria;LCC;(9,3,8,13)
782;Tressa;Kauppi;MIEI;(15,11,6,14,14,4)
667;Tonia;Silvan;MIEI;(15,3,14)
348;Chandra;Ezar;LCC;(8)
300;Chandra;Fax;MIEI;(1,10,6,10,10)
354;Riannon;Ader;LCC;(11)
165;Rani;Bakerman;MIEI;(3)
654;Sibella;Amethist;MIEI;(11)
546;Ellette;Hilbert;MIEFIS;(0)
669;Marcy;Weide;MIEFIS;(10,14,17,0,18)
685;Candi;Evvie;MIEFIS;(19,17,19)
853;Randa;Cressida;MIEI;(10,18,0,0)
719;Shel;Lauraine;MIEI;(16,7,17,6,16)
647;Benita;Fillbert;MIEI;(1)
837;Emylee;Madox;LCC;(14,2)
761;Cecile;Nadia;MIEFIS;(14,1,12,10,4,0)
286;Gale;Allys;MIEFIS;(19)
505;Rosanne;Ackerley;MIEI;(0,16,18,3,17)
883;Johna;Gherardo;MIEFIS;(0,13,9,2)
985;Sybille;Chick;MIEI;(2,2,3,18,0,16)
130;Vanessa;Edison;LCC;(18,9,5,5,9,16)
680;Nollie;Goth;LCC;(7,11)
358;Lita;Capello;MIEFIS;(2,16,6,4,18,13)
480;Edith;Lacombe;MIEI;(7,12)
556;Marnia;Nea;MIEI;(1)
407;Annora;Wooster;MIEFIS;(11,14,1,14,18)
631;Pearline;Grobe;MIEFIS;(8,2,8,16,5)
946;Joy;Dyche;MIEI;(13)
762;Jessy;Sekofski;LCC;(7,3,8,18,5)
131;Shaylyn;Croix;LCC;(2,0,2,18)
843;Binny;Vittoria;MIEI;(13,7)
667;Latisha;Baylor;MIEI;(6,11)
187;Viki;Rooney;MIEFIS;(15,9,17,5,9,9)
338;Mary;Wenoa;MIEFIS;(19)
103;Bibby;Goth;MIEFIS;(16,5,3)
359;Deedee;Zuzana;MIEFIS;(4)
502;Brena;Dahlia;MIEFIS;(15,9,15,9,11)
715;Pamella;Stevy;MIEI;(9,13,10)
706;Ingrid;Lunsford;MIEFIS;(4,15,8,1,7,16)
476;Therine;Junie;MIEI;(2,11)
764;Ingrid;Schroth;LCC;(1,8,11)
742;Belva;Edison;LCC;(13,3)
771;Rhea;Kathie;MIEFIS;(0,0)
986;Jessy;Ciro;LCC;(2)
508;Kassey;Brandice;MIEI;(3,2,3,4,14)
210;Dari;Maxi;MIEFIS;(10,4,3)
463;Emilia;Wenoa;MIEFIS;(0,19,1,15,18,3)
141;Marjie;Smitt;LCC;(19,0,15,17,18,9)
459;Audrie;Klotz;LCC;(17,19,0,5,17)
494;Wanda;Margret;MIEI;(8,5,9,12,7,4)
994;Collen;Ummersen;LCC;(5)
894;Binny;Darbie;LCC;(13,18,19,3,15)
560;Christian;Loeb;MIEI;(18)
382;Emma;Kathie;LCC;(1,17,10)
112;Clo;Teryn;MIEI;(16,14)
932;Berget;Hurley;MIEI;(15,13,9,9,5)
583;Daryl;Lalitta;LCC;(2,8,4)
295;Louella;Stover;MIEFIS;(11,4,15,16,2,14)
700;Nikki;Daveta;LCC;(13,3,7)
431;Layla;Orpah;MIEFIS;(18,15,9,18,7)
953;Arlina;Colp;MIEI;(10,10)
575;Clarice;Mayeda;LCC;(16)
333;Kristina;Toor;MIEI;(15,10,10,17,4)
812;Ariela;Gemini;MIEI;(10,11)
240;Gerrie;Lutero;MIEFIS;(12,13,19,7,10)
423;Leona;Palocz;MIEFIS;(10,16,7,0,9,19)
207;Noelle;Honoria;MIEFIS;(14,10,9,11)
595;Carmela;Newell;MIEI;(19,12,18)
377;Gusty;Phyllis;MIEI;(17)
663;Gianina;Lia;MIEFIS;(10,18,6)
551;Misha;Delacourt;LCC;(19,19,17,10,17)
558;Larine;Kenney;MIEFIS;(8,18)
806;Christal;Salchunas;MIEFIS;(2,8)
121;Pamella;Kiyoshi;LCC;(18,13,5)
659;Averyl;Colbert;MIEI;(0,18)
247;Tera;Bouchard;LCC;(17,18,4,7,9)
760;Ottilie;Hanshaw;LCC;(1,18,4,15)
701;Renae;Avi;LCC;(4)
976;Marjie;Marijo;LCC;(13,5,0,18,3)
249;Kittie;Stephie;MIEI;(19,2,9,19)
982;Jerry;Stacy;LCC;(16,6)
183;Heida;Yam;LCC;(16,6)
987;Penelopa;Kellby;MIEI;(10,4,13)
534;Margalo;Lattie;MIEFIS;(8,14)
953;Carly;Drisko;MIEFIS;(16,0,11,19)
927;Sissy;Claudine;LCC;(15,1,3)
520;Annabela;Mandler;LCC;(13,14,16,13,7)
535;Celestyna;Jarib;MIEI;(18,15,18,0,8,2)
303;Letizia;Nickola;LCC;(0,16,7)
541;Romona;O'Neill;MIEI;(0)
598;Thalia;Jobi;MIEI;(10)
295;Kaia;Zetta;MIEI;(5,2,8,17)
570;Margette;Sherfield;MIEFIS;(2)
909;Helsa;Lilas;MIEI;(2,3,11,11,7)
134;Cyb;Penelopa;MIEFIS;(5,9,15,15,8,6)
297;Yolane;Zeeba;LCC;(13)
308;Mamie;Lewes;MIEFIS;(4,13,2)
710;Marjie;Charmine;LCC;(6,6)
363;Nataline;McCutcheon;MIEI;(10,12,19)
624;Claudina;Lubin;MIEI;(10,12)
596;Roseline;Secrest;MIEFIS;(15,6,8,6)
388;Marti;Medrek;MIEI;(10,8,13)
502;Quintina;Lytton;LCC;(11)
791;Alleen;Silvan;MIEFIS;(19,2,7,3)
362;Annora;Jobi;MIEFIS;(15,1)
817;Sandie;Blake;MIEI;(12,2,11,11,7)
257;Bobinette;Gunn;MIEFIS;(6)
528;Marline;Chinua;MIEFIS;(18,5)
727;Konstance;Clara;MIEFIS;(18,11,3)
726;Aaren;Ioab;MIEFIS;(1,19,12,7)
212;Fredericka;Abram;MIEFIS;(3,4,16,14,17,17)
837;Layla;Brandice;MIEFIS;(13,10,6,11,3)
248;Cristabel;Sallyann;MIEFIS;(13,3,18,6)
896;Aryn;Rebecka;LCC;(0,17)
182;Aryn;Ursulette;LCC;(8)
628;Kirstin;Stelle;MIEFIS;(3,15,13,17,13,11)
318;Lusa;Sibyls;MIEI;(6,3)
555;Katleen;Dearborn;MIEI;(6,15,13)
730;Hettie;Taima;MIEI;(5,16,15,12,6)
203;Randa;Cressida;LCC;(12,3,13,11,4,6)
250;Jillayne;Means;MIEFIS;(11,6,18)
959;Myrtice;Talia;LCC;(3,19,18,0,3)
955;Aurelie;Shaver;MIEI;(17,18,15,19,18,19)
754;Beverley;Iphlgenia;MIEI;(12,6)
689;Maurene;Kravits;MIEI;(16,8,0,3,12)
465;Eolanda;Matthew;MIEFIS;(1,3,7,18)
596;Benita;Loeb;MIEFIS;(6)
840;Elfreda;Lipson;MIEFIS;(10)
214;Kylynn;Gombach;LCC;(12)
326;Bobinette;Nicoline;MIEFIS;(11)
459;Marcy;Oneida;MIEFIS;(6,8,12)
781;June;Gamaliel;MIEI;(12,5,19,2,5,17)
642;Corry;Elisha;MIEI;(11,15,15)
439;Amara;Mike;MIEI;(5,13,16)
771;Merrie;Colyer;MIEI;(14,16,13,19)
603;Micheline;Hessler;LCC;(2)
700;Mariele;Lipson;MIEFIS;(13,8,19,10,0,12)
893;Sam;Phyllis;MIEI;(10)
683;Livvyy;Dermott;LCC;(14,7)
996;Chickie;Newell;MIEFIS;(9,9,0,8,7,7)
762;Imojean;Pearse;MIEI;(17,1,2,10)
559;Yetty;Idelia;LCC;(3)
961;Kaja;Tippets;MIEFIS;(4)
792;Eve;Eben;MIEI;(11,4,6,4,17)
904;Nyssa;Secrest;MIEFIS;(18,13,4)
984;Caressa;Chaing;LCC;(11,7,13)
516;Livvyy;Percy;LCC;(6)
637;Ivett;Byrne;MIEI;(13,12)
635;Gusty;Mott;LCC;(4,5,0,3)
614;Andree;Atcliffe;LCC;(17,13,14,17,2)
223;Livvyy;Charity;LCC;(1)
485;Vonny;Aida;MIEI;(3,16,6,9)
135;Vivia;Eachern;MIEFIS;(11,4,1,6,0,7)
219;Nessie;Rosalba;LCC;(14,2,10,17,8)
616;Jinny;Cleavland;LCC;(10)
774;Stacey;Goddard;MIEFIS;(9,9,1,16,3)
304;Annice;Cristi;MIEFIS;(14,5)
291;Meg;Masao;MIEFIS;(12,16,7,1,9)
626;Lily;Pettiford;MIEFIS;(10,19)
635;Frieda;Burch;MIEFIS;(4,15,13,17)
482;Malina;Sundin;MIEFIS;(18)
872;Lizzie;Lunsford;LCC;(11,19,0)
828;Cecile;Salchunas;LCC;(1,5,8,14,19)
628;Concettina;LaRue;MIEI;(4,10)
572;Farrah;Vanni;MIEFIS;(14,18,17,4,10)
535;Jere;Lissi;LCC;(3,14,3,19,9,17)
550;Adelle;Goode;LCC;(0,17,15,4,11)
695;Rhea;Robertson;LCC;(6,19,8,13)
938;Maud;Shelba;MIEFIS;(5,6)
681;Livvyy;Laurianne;MIEFIS;(15,10,7)
787;Cyndie;Agle;LCC;(14,13,2,13,17)
333;Ida;Laurianne;LCC;(1,17,3,11,17)
406;Kaia;Carey;MIEI;(7,9,0)
506;Konstance;Loring;LCC;(14,2,8,19,14,14)
