numero;primeiroNome;ultimoNome;email;curso;notas*max
198;Marguerite;Bord;Marguerite.Bord@gmail.com;MIEI;(15,18,7,1,19)
839;Cristine;Hartnett;Cristine.Hartnett@gmail.com;MIEFIS;(0,10,18,0)
892;Gloria;Abernon;Gloria.Abernon@gmail.com;LCC;(15,16,18,6)
294;Netty;Rossner;Netty.Rossner@gmail.com;MIEFIS;(12)
822;Jeanna;Percy;Jeanna.Percy@gmail.com;MIEI;(0,0,12,17)
608;Nerta;Emerson;Nerta.Emerson@gmail.com;MIEFIS;(12,15,9,17,13,18)
566;Edee;Swanhildas;Edee.Swanhildas@gmail.com;LCC;(19,11,18,19)
424;Nananne;Latini;Nananne.Latini@gmail.com;MIEFIS;(11,11,12,10,15,13)
174;Lynde;McLaughlin;Lynde.McLaughlin@gmail.com;MIEI;(11)
717;Trixi;Bigner;Trixi.Bigner@gmail.com;MIEI;(1,14,11)
559;Dotty;Brenn;Dotty.Brenn@gmail.com;LCC;(18)
447;Tori;Eldrid;Tori.Eldrid@gmail.com;LCC;(13)
752;Patricia;Hillel;Patricia.Hillel@gmail.com;MIEI;(10,8)
373;Roberta;Stover;Roberta.Stover@gmail.com;MIEFIS;(12,7,18,0)
590;Dode;Goode;Dode.Goode@gmail.com;MIEI;(0,3,2,5,15)
679;Lyssa;Fillbert;Lyssa.Fillbert@gmail.com;MIEFIS;(19,17)
964;Modestia;Alrich;Modestia.Alrich@gmail.com;LCC;(3,16,4,19,15,14)
281;Mara;Velick;Mara.Velick@gmail.com;LCC;(14,9)
199;Xylina;McLaughlin;Xylina.McLaughlin@gmail.com;MIEFIS;(12,11,17,15)
295;Rubie;Lilas;Rubie.Lilas@gmail.com;MIEFIS;(0,11,18,12,12)
582;Claudina;Dosia;Claudina.Dosia@gmail.com;MIEI;(6,3,9,5,14,4)
976;Gratia;Kenwood;Gratia.Kenwood@gmail.com;MIEFIS;(19,19,9,8,4)
559;Sidoney;Hartnett;Sidoney.Hartnett@gmail.com;LCC;(18,1)
742;Blake;Joli;Blake.Joli@gmail.com;MIEI;(17,17,12,5,4)
688;Marcelline;Creamer;Marcelline.Creamer@gmail.com;LCC;(12,2,19)
536;Oona;Henrie;Oona.Henrie@gmail.com;MIEI;(11,8,4,1,4,13)
900;Bibby;Parette;Bibby.Parette@gmail.com;LCC;(7,15,10)
843;Dione;Grosz;Dione.Grosz@gmail.com;MIEFIS;(5,6,10)
629;Candy;Jarib;Candy.Jarib@gmail.com;MIEI;(17,15,18,8)
927;Nyssa;Natica;Nyssa.Natica@gmail.com;LCC;(8,2,14,3,3)
413;Sabina;Frendel;Sabina.Frendel@gmail.com;MIEI;(10,19)
334;Adele;Madaih;Adele.Madaih@gmail.com;MIEFIS;(7,0,0,10,1)
235;Donnie;Carbo;Donnie.Carbo@gmail.com;LCC;(6,8,4,0)
980;Cecile;Eugenia;Cecile.Eugenia@gmail.com;LCC;(13)
433;Dagmar;Knowling;Dagmar.Knowling@gmail.com;LCC;(2,5,15,4,10,0)
982;Averyl;Naor;Averyl.Naor@gmail.com;MIEFIS;(5)
202;Alie;Alejoa;Alie.Alejoa@gmail.com;MIEI;(8,2)
411;Nerta;McCutcheon;Nerta.McCutcheon@gmail.com;LCC;(15,3,3,17)
799;Kylynn;Poppy;Kylynn.Poppy@gmail.com;MIEI;(5,12,10,16)
906;Deedee;Glenden;Deedee.Glenden@gmail.com;MIEFIS;(11)
426;Belinda;Papageno;Belinda.Papageno@gmail.com;MIEI;(3)
271;Kathy;Gaulin;Kathy.Gaulin@gmail.com;MIEFIS;(9)
749;Asia;Eugenia;Asia.Eugenia@gmail.com;LCC;(13,3,11,0)
243;Eve;Elisha;Eve.Elisha@gmail.com;MIEI;(14,7,6)
690;Sheree;Naor;Sheree.Naor@gmail.com;LCC;(7,15,19,14,4)
697;Margette;Khorma;Margette.Khorma@gmail.com;MIEI;(17,17,0,18,2,2)
976;Basia;Obed;Basia.Obed@gmail.com;MIEI;(17,7,1,1,3,13)
510;Eolanda;Diann;Eolanda.Diann@gmail.com;MIEFIS;(16,18,16,13)
655;Alex;Imelida;Alex.Imelida@gmail.com;LCC;(14,2,6,11,18,3)
602;Doro;Valerio;Doro.Valerio@gmail.com;MIEFIS;(16,0,3,10,10,11)
601;Sadie;Vacuva;Sadie.Vacuva@gmail.com;LCC;(11)
956;Allyce;Fax;Allyce.Fax@gmail.com;LCC;(19,8)
408;Dorice;Gaspard;Dorice.Gaspard@gmail.com;MIEFIS;(9,11)
221;Ezmeralda;Fredi;Ezmeralda.Fredi@gmail.com;LCC;(19,18,3)
352;Devina;Rooney;Devina.Rooney@gmail.com;LCC;(7,2,19)
719;Eugine;Santoro;Eugine.Santoro@gmail.com;MIEI;(15,17,6)
662;Charmaine;Friede;Charmaine.Friede@gmail.com;MIEI;(7,0)
306;Hildegaard;Kylander;Hildegaard.Kylander@gmail.com;MIEFIS;(8,10,5,6,19)
651;Laure;Mintz;Laure.Mintz@gmail.com;MIEFIS;(4,15,10)
342;Merci;Nedrud;Merci.Nedrud@gmail.com;MIEI;(15,2,11)
304;Janis;Gregrory;Janis.Gregrory@gmail.com;LCC;(19,11,11,2,15,4)
460;Elfreda;Colleen;Elfreda.Colleen@gmail.com;MIEFIS;(16)
855;Farrah;Bouchard;Farrah.Bouchard@gmail.com;MIEFIS;(16,18,8,15)
364;Gabi;Dituri;Gabi.Dituri@gmail.com;MIEFIS;(5)
790;Stephanie;Rurik;Stephanie.Rurik@gmail.com;LCC;(13,15)
494;Korrie;Seligman;Korrie.Seligman@gmail.com;LCC;(11,18,19,12,3)
509;Katharina;Roumell;Katharina.Roumell@gmail.com;MIEFIS;(5,10,19,12)
869;Florie;Trey;Florie.Trey@gmail.com;MIEI;(9,18,15,9)
538;Ermengarde;Leary;Ermengarde.Leary@gmail.com;MIEI;(9,7,1)
559;Beverley;Ashely;Beverley.Ashely@gmail.com;MIEFIS;(4,2)
928;Iseabal;Euridice;Iseabal.Euridice@gmail.com;MIEI;(19)
782;Yvonne;Nester;Yvonne.Nester@gmail.com;MIEFIS;(17,3,10)
102;Rubie;Iiette;Rubie.Iiette@gmail.com;LCC;(12,3)
365;Cristabel;Marden;Cristabel.Marden@gmail.com;LCC;(2,15,7,11)
501;Elena;Ietta;Elena.Ietta@gmail.com;MIEFIS;(3,7,13)
275;Isa;Firmin;Isa.Firmin@gmail.com;MIEI;(0)
289;Vinita;Susannah;Vinita.Susannah@gmail.com;LCC;(2)
313;Nerta;Irmine;Nerta.Irmine@gmail.com;MIEI;(0,3,5,7,4,14)
721;Loree;Aldric;Loree.Aldric@gmail.com;MIEI;(17,0,14,17)
943;Kerrin;Sadowski;Kerrin.Sadowski@gmail.com;MIEI;(3,14,19,11,1)
807;Nonnah;Alrich;Nonnah.Alrich@gmail.com;LCC;(16,12,8)
117;Christal;Cloris;Christal.Cloris@gmail.com;LCC;(7)
201;Karolina;Dyche;Karolina.Dyche@gmail.com;LCC;(19,11,19)
632;Maud;Iiette;Maud.Iiette@gmail.com;LCC;(16,5)
655;Valera;Cottle;Valera.Cottle@gmail.com;MIEFIS;(11)
957;Marcelline;Wittie;Marcelline.Wittie@gmail.com;MIEI;(19,10,1)
448;Aaren;Ochs;Aaren.Ochs@gmail.com;MIEFIS;(14,5,6,17)
915;Margalo;Sisile;Margalo.Sisile@gmail.com;MIEFIS;(0,8)
150;Marcelline;Mendez;Marcelline.Mendez@gmail.com;MIEFIS;(7,10,19,6)
672;Merle;Paine;Merle.Paine@gmail.com;LCC;(0,17)
158;Sindee;Ahab;Sindee.Ahab@gmail.com;MIEI;(16)
847;Elise;Rocray;Elise.Rocray@gmail.com;LCC;(12,10,14)
597;Lesly;Phi;Lesly.Phi@gmail.com;LCC;(1)
785;Kore;Chem;Kore.Chem@gmail.com;LCC;(6)
784;Lyssa;Mitzi;Lyssa.Mitzi@gmail.com;MIEI;(2,17,19,17,16)
208;Lucille;Carleen;Lucille.Carleen@gmail.com;LCC;(13,2,4,10,12)
918;Betta;Colbert;Betta.Colbert@gmail.com;MIEFIS;(11,16,16,10)
866;Edyth;Yerkovich;Edyth.Yerkovich@gmail.com;LCC;(18,12)
130;Aurelie;Vale;Aurelie.Vale@gmail.com;LCC;(6)
385;Renie;Pond;Renie.Pond@gmail.com;MIEFIS;(14,15)
358;Dede;Brady;Dede.Brady@gmail.com;MIEFIS;(12,15)
479;Elbertina;Ortrude;Elbertina.Ortrude@gmail.com;MIEFIS;(7)
960;Beth;Ciapas;Beth.Ciapas@gmail.com;LCC;(11,14)
764;Blinni;Darrell;Blinni.Darrell@gmail.com;LCC;(6,8,4)
706;Myrtice;McClimans;Myrtice.McClimans@gmail.com;MIEFIS;(7,14,19,0,9,12)
638;Anestassia;Gunn;Anestassia.Gunn@gmail.com;LCC;(5,19,15)
163;Ketti;Terrence;Ketti.Terrence@gmail.com;MIEI;(11,9,5,18)
386;Therine;Socha;Therine.Socha@gmail.com;LCC;(0,13,9,11,19)
133;Sean;Sundin;Sean.Sundin@gmail.com;MIEI;(13,15,4,17,12)
981;Livvyy;Honoria;Livvyy.Honoria@gmail.com;MIEI;(14,19)
231;Mahalia;Amethist;Mahalia.Amethist@gmail.com;LCC;(15,14,7,13)
304;Gilligan;Diogenes;Gilligan.Diogenes@gmail.com;MIEFIS;(13,6,3,18,18)
471;Gabi;Vanni;Gabi.Vanni@gmail.com;MIEI;(15,17)
312;Addia;Ietta;Addia.Ietta@gmail.com;MIEFIS;(1,3,8)
704;Ginnie;Zrike;Ginnie.Zrike@gmail.com;MIEI;(10,1,17,5,7,1)
686;Lucy;Arvo;Lucy.Arvo@gmail.com;LCC;(0,3,9,16)
471;Delilah;Miru;Delilah.Miru@gmail.com;MIEFIS;(17,16,19)
220;Keelia;Fancie;Keelia.Fancie@gmail.com;MIEFIS;(18,7,5,11,19,6)
453;Johna;Lytton;Johna.Lytton@gmail.com;LCC;(7,9,16,9,0)
178;Aimil;Secrest;Aimil.Secrest@gmail.com;MIEI;(8)
112;Oona;Carbo;Oona.Carbo@gmail.com;MIEFIS;(3,16)
864;Fredericka;Leffen;Fredericka.Leffen@gmail.com;MIEFIS;(13,19,15,18,13)
971;Emelina;Sheedy;Emelina.Sheedy@gmail.com;MIEI;(10,9,12,9,12,13)
555;Cathyleen;Colbert;Cathyleen.Colbert@gmail.com;LCC;(2,16,18,17)
972;Carilyn;Masao;Carilyn.Masao@gmail.com;MIEI;(4)
680;Genovera;Kamaria;Genovera.Kamaria@gmail.com;LCC;(7)
229;Dode;Earlie;Dode.Earlie@gmail.com;MIEFIS;(1,6,18,1,14)
463;Lily;Raul;Lily.Raul@gmail.com;MIEI;(13,18,15,15)
132;Binny;Alisia;Binny.Alisia@gmail.com;LCC;(14,9)
327;Emelina;Drisko;Emelina.Drisko@gmail.com;MIEFIS;(17,13)
223;Jan;Paton;Jan.Paton@gmail.com;LCC;(19,18,10)
955;Modestia;Riordan;Modestia.Riordan@gmail.com;MIEI;(16,13,13,9)
165;Clary;Ramona;Clary.Ramona@gmail.com;MIEI;(14)
856;Mathilda;Bigner;Mathilda.Bigner@gmail.com;LCC;(18,18,13,17,4,9)
300;Ayn;Carvey;Ayn.Carvey@gmail.com;MIEI;(15,5,18,4)
134;Gertrud;Marden;Gertrud.Marden@gmail.com;LCC;(15,14,14,3,9)
399;Alex;Karl;Alex.Karl@gmail.com;MIEI;(15)
176;Dede;Herrera;Dede.Herrera@gmail.com;LCC;(3,17,11,0)
298;Nita;Arne;Nita.Arne@gmail.com;LCC;(6,15)
219;Regina;Goddard;Regina.Goddard@gmail.com;LCC;(1,18,7)
545;Allis;Swigart;Allis.Swigart@gmail.com;LCC;(9,16,5,2)
720;Roslyn;Westphal;Roslyn.Westphal@gmail.com;LCC;(19,19)
785;Willetta;Juliet;Willetta.Juliet@gmail.com;LCC;(14,7,3,9,18,7)
693;Janenna;Maiah;Janenna.Maiah@gmail.com;MIEI;(6)
577;Marleah;Delacourt;Marleah.Delacourt@gmail.com;MIEFIS;(7,8,14)
825;Jillayne;Bonilla;Jillayne.Bonilla@gmail.com;MIEI;(14,18,13)
964;Elise;Irmine;Elise.Irmine@gmail.com;MIEI;(14,9)
106;Tabbatha;Sasnett;Tabbatha.Sasnett@gmail.com;MIEFIS;(2)
168;Phylis;Hortensia;Phylis.Hortensia@gmail.com;MIEFIS;(11,6,14,3)
982;Penelopa;Heidt;Penelopa.Heidt@gmail.com;MIEI;(14)
220;Karena;McNully;Karena.McNully@gmail.com;LCC;(6,7)
479;Jackie;Aaberg;Jackie.Aaberg@gmail.com;MIEFIS;(10,13,3)
727;Paola;Alfons;Paola.Alfons@gmail.com;MIEI;(1,4,19)
245;Mady;Dimitris;Mady.Dimitris@gmail.com;MIEFIS;(19,12,1,16,15)
661;Amii;Shirberg;Amii.Shirberg@gmail.com;LCC;(16,16,15)
414;Joane;Lea;Joane.Lea@gmail.com;LCC;(6)
257;Max;Penelopa;Max.Penelopa@gmail.com;MIEI;(14,6,6,5)
473;Elyssa;Pandolfi;Elyssa.Pandolfi@gmail.com;MIEI;(8,9)
616;Britni;Read;Britni.Read@gmail.com;MIEFIS;(11)
751;Karina;Hewitt;Karina.Hewitt@gmail.com;MIEI;(5,15)
985;Romona;Madelene;Romona.Madelene@gmail.com;LCC;(1,3,17,8,15)
498;Candy;Valerio;Candy.Valerio@gmail.com;MIEFIS;(16,7,0)
534;Jacquetta;Brieta;Jacquetta.Brieta@gmail.com;MIEFIS;(12,7)
826;Jasmina;Howlyn;Jasmina.Howlyn@gmail.com;MIEFIS;(13)
282;Dulce;Keily;Dulce.Keily@gmail.com;LCC;(15,12,11,7)
211;Christal;Ferino;Christal.Ferino@gmail.com;LCC;(2,16,2,17,11,8)
619;Janey;Thar;Janey.Thar@gmail.com;LCC;(2,6,8,16)
779;Calla;Chauncey;Calla.Chauncey@gmail.com;LCC;(15,2)
968;Donetta;Thilda;Donetta.Thilda@gmail.com;LCC;(7,11)
712;Minda;Raseda;Minda.Raseda@gmail.com;LCC;(4,14,10,2,9,11)
195;Britte;Amand;Britte.Amand@gmail.com;MIEI;(15,3,6,5)
707;Clarice;Catie;Clarice.Catie@gmail.com;LCC;(15)
395;Tani;Vivle;Tani.Vivle@gmail.com;MIEI;(6,5,9,4,5,17)
328;Melisent;Hewitt;Melisent.Hewitt@gmail.com;MIEI;(3,16)
543;Taffy;Ephrem;Taffy.Ephrem@gmail.com;MIEI;(0,10,10)
800;Gertrud;Evangelia;Gertrud.Evangelia@gmail.com;LCC;(7,11,13,15,11,6)
860;Grier;Alisia;Grier.Alisia@gmail.com;MIEI;(4,1,4)
429;Roseline;Pettiford;Roseline.Pettiford@gmail.com;MIEFIS;(5)
517;Lucille;Andrel;Lucille.Andrel@gmail.com;LCC;(5,11,7,16)
432;Sheree;Marisa;Sheree.Marisa@gmail.com;LCC;(8,7)
744;Wendi;Vittoria;Wendi.Vittoria@gmail.com;MIEI;(15,7)
661;Evita;Bertold;Evita.Bertold@gmail.com;MIEFIS;(19,16,0,4,13)
893;Gusella;Seagraves;Gusella.Seagraves@gmail.com;MIEFIS;(9,15,17,9)
232;Aili;Bebe;Aili.Bebe@gmail.com;LCC;(0)
558;Emmey;Kendrick;Emmey.Kendrick@gmail.com;LCC;(17,10)
360;Kelly;Anyah;Kelly.Anyah@gmail.com;MIEFIS;(13,11,17,8)
505;Gabriellia;Lail;Gabriellia.Lail@gmail.com;MIEFIS;(5)
590;Tami;Kaete;Tami.Kaete@gmail.com;LCC;(8,12,18,9)
158;Jobi;Capello;Jobi.Capello@gmail.com;MIEI;(10,19,3,13,16,2)
217;Atlanta;Justinn;Atlanta.Justinn@gmail.com;LCC;(16,14,19,5,1,7)
147;Marsiella;Clie;Marsiella.Clie@gmail.com;LCC;(0,0,19,6)
977;Dagmar;Jacobah;Dagmar.Jacobah@gmail.com;MIEFIS;(11,15,17,11,2,19)
273;Katuscha;Kathie;Katuscha.Kathie@gmail.com;MIEFIS;(13,7)
741;Meg;Odysseus;Meg.Odysseus@gmail.com;MIEFIS;(8,19,19,6,7)
980;Dotty;Chobot;Dotty.Chobot@gmail.com;LCC;(16,6,9,6,7)
925;Courtnay;Pettiford;Courtnay.Pettiford@gmail.com;MIEI;(6)
515;Lanna;Ochs;Lanna.Ochs@gmail.com;MIEFIS;(6)
130;Glynnis;Francene;Glynnis.Francene@gmail.com;MIEI;(19,0,1)
554;Marita;Klemperer;Marita.Klemperer@gmail.com;MIEI;(8,6,6,7)
107;Katleen;Peonir;Katleen.Peonir@gmail.com;MIEFIS;(15,8)
167;Gwenneth;Agle;Gwenneth.Agle@gmail.com;MIEI;(13,6,5,6,14)
966;Nikki;Neva;Nikki.Neva@gmail.com;MIEFIS;(14,16,10,13,6)
953;Correy;Rossner;Correy.Rossner@gmail.com;LCC;(18,8,14,15)
783;Madalyn;Olin;Madalyn.Olin@gmail.com;MIEI;(10,0,14,13)
893;Gertrud;Phaidra;Gertrud.Phaidra@gmail.com;MIEFIS;(12,15,18,12,10,16)
460;Amara;Khorma;Amara.Khorma@gmail.com;MIEFIS;(16,19,3)
229;June;Olin;June.Olin@gmail.com;MIEI;(3,7,7,19,15)
617;Joleen;Strephon;Joleen.Strephon@gmail.com;MIEFIS;(9)
553;Robinia;Hartnett;Robinia.Hartnett@gmail.com;MIEFIS;(15,6,10,0)
293;Constance;Zaslow;Constance.Zaslow@gmail.com;MIEI;(11)
767;Britte;Friede;Britte.Friede@gmail.com;MIEI;(18,1)
213;Rubie;Zetta;Rubie.Zetta@gmail.com;MIEFIS;(11)
579;Trixi;Cath;Trixi.Cath@gmail.com;LCC;(11,13,11,16)
610;Kathy;Stefa;Kathy.Stefa@gmail.com;MIEFIS;(15,1,16)
757;Verla;Schonfeld;Verla.Schonfeld@gmail.com;LCC;(6,0,0)
435;Melodie;Yam;Melodie.Yam@gmail.com;MIEFIS;(6,9,3,7,16,4)
348;Paule;Edvard;Paule.Edvard@gmail.com;MIEFIS;(6,4,8,15,2,1)
659;Sean;Rubie;Sean.Rubie@gmail.com;LCC;(14)
393;Priscilla;Olin;Priscilla.Olin@gmail.com;LCC;(11)
804;Kylynn;Linehan;Kylynn.Linehan@gmail.com;MIEI;(16)
166;Shandie;Kalinda;Shandie.Kalinda@gmail.com;LCC;(19,17,1,7,6)
992;Fina;Keily;Fina.Keily@gmail.com;LCC;(8,16,14,15)
206;Kary;Alarise;Kary.Alarise@gmail.com;MIEI;(4,7,7,0,17)
587;Fayre;Yerkovich;Fayre.Yerkovich@gmail.com;MIEI;(11,0,14)
263;Isa;Koziara;Isa.Koziara@gmail.com;LCC;(9,3,19,5,5)
531;Suzette;Behre;Suzette.Behre@gmail.com;MIEFIS;(5)
410;Viviene;Dex;Viviene.Dex@gmail.com;MIEI;(3,5)
721;Jean;Noelyn;Jean.Noelyn@gmail.com;MIEI;(19,0)
469;Tomasina;Marcellus;Tomasina.Marcellus@gmail.com;MIEI;(8,19)
679;Annecorinne;Faria;Annecorinne.Faria@gmail.com;MIEFIS;(2,2)
419;Hallie;Vharat;Hallie.Vharat@gmail.com;LCC;(13,6,14,12)
824;Karolina;Rudolph;Karolina.Rudolph@gmail.com;MIEFIS;(8,0,18)
552;Tressa;Merriott;Tressa.Merriott@gmail.com;MIEFIS;(17,2,18,19,16)
369;Helena;Karl;Helena.Karl@gmail.com;LCC;(4,1)
143;Flory;Parette;Flory.Parette@gmail.com;MIEFIS;(3,0,16,13,15,11)
976;Hayley;Jerold;Hayley.Jerold@gmail.com;LCC;(17,2,10,1)
351;Celestyna;Ax;Celestyna.Ax@gmail.com;MIEFIS;(11,13)
881;Moyna;Tarrant;Moyna.Tarrant@gmail.com;MIEI;(9,3,7,15)
601;Ethel;Montgomery;Ethel.Montgomery@gmail.com;MIEI;(5,15)
525;Isa;Han;Isa.Han@gmail.com;MIEFIS;(17,8)
725;Linzy;Romelda;Linzy.Romelda@gmail.com;LCC;(18)
914;Wilma;Kelula;Wilma.Kelula@gmail.com;MIEI;(9,19)
126;Blake;Screens;Blake.Screens@gmail.com;LCC;(8,11,8,14,15)
177;Britte;Elephus;Britte.Elephus@gmail.com;MIEI;(4,14,15,0)
440;Hollie;Wattenberg;Hollie.Wattenberg@gmail.com;MIEI;(7,12,13,16,10)
863;Edyth;Zachary;Edyth.Zachary@gmail.com;MIEI;(12,18,14,18)
997;Tori;Amadas;Tori.Amadas@gmail.com;MIEI;(16,12,0,2,17)
897;Annabela;Schlosser;Annabela.Schlosser@gmail.com;MIEFIS;(14,17)
868;Lily;Carvey;Lily.Carvey@gmail.com;LCC;(6)
521;Clary;Sekofski;Clary.Sekofski@gmail.com;MIEI;(7,11,7,6,9)
147;Gabi;Vins;Gabi.Vins@gmail.com;MIEFIS;(15)
805;Aurore;Grimbly;Aurore.Grimbly@gmail.com;MIEI;(7,14,19)
869;Frank;Borrell;Frank.Borrell@gmail.com;MIEI;(11,17,18)
488;Mildrid;Romelda;Mildrid.Romelda@gmail.com;MIEFIS;(15,17,2,14)
993;Vevay;Olympium;Vevay.Olympium@gmail.com;MIEI;(8,15,7)
680;Elena;Peti;Elena.Peti@gmail.com;MIEI;(15)
841;Lanna;Ehrman;Lanna.Ehrman@gmail.com;MIEFIS;(19,7,4)
722;Karlee;Donell;Karlee.Donell@gmail.com;MIEFIS;(14,16)
134;Brietta;Keily;Brietta.Keily@gmail.com;MIEI;(0,11,7,9,1)
423;Cyndie;Tiffa;Cyndie.Tiffa@gmail.com;MIEI;(11,18,9,12)
580;Tori;Alrich;Tori.Alrich@gmail.com;MIEFIS;(2,17,16,16,13)
858;Nessie;Brieta;Nessie.Brieta@gmail.com;LCC;(5,0,19,6)
150;Chrystel;Paine;Chrystel.Paine@gmail.com;MIEFIS;(0,15,12,15)
222;Glenda;Bettine;Glenda.Bettine@gmail.com;MIEFIS;(13,6,2)
754;Marti;Kathie;Marti.Kathie@gmail.com;LCC;(12,15)
563;Lacie;Ahab;Lacie.Ahab@gmail.com;MIEFIS;(13,17,10,17,0)
630;Miquela;Huggins;Miquela.Huggins@gmail.com;LCC;(10,3,13,14)
330;Belva;Delila;Belva.Delila@gmail.com;LCC;(4)
816;Lacie;Berl;Lacie.Berl@gmail.com;MIEI;(5,7,0)
249;Marcelline;Hutchison;Marcelline.Hutchison@gmail.com;MIEI;(7,12,4)
569;Randa;Lunsford;Randa.Lunsford@gmail.com;MIEI;(17,15,3,5,11,15)
785;Estell;Kunin;Estell.Kunin@gmail.com;LCC;(14,5,10,2)
258;Ardys;Wandie;Ardys.Wandie@gmail.com;MIEFIS;(8,18,18,10,19,9)
390;Trudie;Jacqui;Trudie.Jacqui@gmail.com;MIEI;(2)
662;Ericka;Euridice;Ericka.Euridice@gmail.com;LCC;(16,12,0,6,2,8)
690;Wanda;Weide;Wanda.Weide@gmail.com;LCC;(3,3,5,5,1)
817;Raquela;Stephie;Raquela.Stephie@gmail.com;MIEI;(19,0,18,5,16,5)
697;Kial;Marisa;Kial.Marisa@gmail.com;MIEFIS;(13,18)
432;Nita;Jillane;Nita.Jillane@gmail.com;MIEFIS;(12,5,1,9)
791;Almeta;Thad;Almeta.Thad@gmail.com;MIEI;(15,14,11)
351;Drucie;Sacken;Drucie.Sacken@gmail.com;LCC;(1,2,5,17,19)
626;Heida;Vharat;Heida.Vharat@gmail.com;LCC;(10,17,4)
726;Cyb;Carolin;Cyb.Carolin@gmail.com;MIEFIS;(13)
428;Doro;Skurnik;Doro.Skurnik@gmail.com;LCC;(6,8,4,6)
914;Dorene;Alcott;Dorene.Alcott@gmail.com;LCC;(7,2,6,12)
880;Eugine;Barrus;Eugine.Barrus@gmail.com;MIEFIS;(0,8,8,4,5)
981;Dari;Mich;Dari.Mich@gmail.com;MIEI;(0,3)
776;Flory;Payson;Flory.Payson@gmail.com;MIEFIS;(15,1,5,17)
893;Heida;Cullin;Heida.Cullin@gmail.com;MIEI;(6,1,14,10,10,8)
380;Cassondra;Fadiman;Cassondra.Fadiman@gmail.com;LCC;(14,1,5,9)
554;Kristina;Rad;Kristina.Rad@gmail.com;MIEFIS;(17,15,19,1)
701;Libbie;Jethro;Libbie.Jethro@gmail.com;MIEFIS;(13)
129;Orelia;Haymes;Orelia.Haymes@gmail.com;LCC;(2,9,15)
501;Katuscha;Morgun;Katuscha.Morgun@gmail.com;LCC;(19,17,7,18,14)
710;Vevay;Obed;Vevay.Obed@gmail.com;LCC;(5,19,3)
859;Cristine;Hanshaw;Cristine.Hanshaw@gmail.com;MIEI;(12,6,1,0,16)
345;Nollie;Kamaria;Nollie.Kamaria@gmail.com;LCC;(4,14)
816;Lilith;Federica;Lilith.Federica@gmail.com;MIEI;(9,0,6,15,7,2)
847;Leona;Ulphia;Leona.Ulphia@gmail.com;MIEI;(4,9,4,5)
414;Florencia;Bach;Florencia.Bach@gmail.com;LCC;(3,7,3,4,1,13)
804;Nelle;Joseph;Nelle.Joseph@gmail.com;LCC;(1,11)
550;Cecile;Sacken;Cecile.Sacken@gmail.com;MIEI;(5,10,11)
584;Goldie;Felecia;Goldie.Felecia@gmail.com;LCC;(15)
548;Stacey;Anastatius;Stacey.Anastatius@gmail.com;MIEI;(7,11,12)
589;Delilah;Goldina;Delilah.Goldina@gmail.com;MIEI;(2,10,17,9,8,3)
320;Hayley;Toor;Hayley.Toor@gmail.com;MIEI;(17)
637;Ardys;Nunci;Ardys.Nunci@gmail.com;LCC;(3,5,6,17)
129;Leanna;Suanne;Leanna.Suanne@gmail.com;LCC;(17,2,9,6,17,5)
299;Rubie;Fontana;Rubie.Fontana@gmail.com;MIEI;(17,15,11)
726;Jordan;Clie;Jordan.Clie@gmail.com;MIEI;(17,1,2,9,14)
546;Andeee;Carolin;Andeee.Carolin@gmail.com;LCC;(7,5,0)
408;Kara-Lynn;McGrody;Kara-Lynn.McGrody@gmail.com;MIEI;(15,14,14,15)
957;Carmela;Torray;Carmela.Torray@gmail.com;LCC;(13,10,5)
832;Leona;Scammon;Leona.Scammon@gmail.com;LCC;(13)
216;Helsa;Stanwood;Helsa.Stanwood@gmail.com;MIEFIS;(14,11,5,10,19)
697;Marylou;Weide;Marylou.Weide@gmail.com;MIEFIS;(17,8,7,15,12)
924;Di;Lattie;Di.Lattie@gmail.com;MIEI;(3,2,11,12)
835;Beatriz;Marcellus;Beatriz.Marcellus@gmail.com;MIEI;(17,2)
926;Molli;Publia;Molli.Publia@gmail.com;LCC;(9,2)
411;Yolane;Tound;Yolane.Tound@gmail.com;LCC;(7,14,10,2,15)
921;Gilligan;Tillford;Gilligan.Tillford@gmail.com;MIEFIS;(17,16,19,18)
299;Nollie;Phi;Nollie.Phi@gmail.com;LCC;(4,12,7,5)
140;Nelle;Konyn;Nelle.Konyn@gmail.com;MIEFIS;(19,10,6,17,5)
438;Odessa;Alabaster;Odessa.Alabaster@gmail.com;LCC;(8)
584;Marleah;Garbe;Marleah.Garbe@gmail.com;MIEFIS;(16,12)
994;Consuela;Kathie;Consuela.Kathie@gmail.com;MIEI;(18,17,2,15,8,7)
570;Nariko;Millda;Nariko.Millda@gmail.com;MIEI;(7,15,8,15,19,0)
864;Brynna;Saint;Brynna.Saint@gmail.com;MIEFIS;(15,12,12,18,13,18)
658;Daphne;Briney;Daphne.Briney@gmail.com;MIEI;(2)
195;Sharlene;Yoko;Sharlene.Yoko@gmail.com;MIEI;(0,1,9,19)
586;Wanda;Joachim;Wanda.Joachim@gmail.com;MIEI;(13,9,16,1)
385;Michaelina;Camden;Michaelina.Camden@gmail.com;LCC;(9,7,8,11)
802;Clary;Trace;Clary.Trace@gmail.com;MIEI;(9,4,0)
410;Nelle;Thornburg;Nelle.Thornburg@gmail.com;MIEFIS;(6,11,2,11,16)
