numero;primeiroNome;ultimoNome;email;curso;notas*min
656;Hope;Kronfeld;Hope.Kronfeld@gmail.com;MIEI;(3,19,19,16)
198;Mara;Neils;Mara.Neils@gmail.com;LCC;(5)
103;Phedra;Garrison;Phedra.Garrison@gmail.com;MIEFIS;(13,0,7)
732;Deane;Bendick;Deane.Bendick@gmail.com;MIEFIS;(11,4,1,5,5)
364;Melisent;Serilda;Melisent.Serilda@gmail.com;MIEI;(12,10,8)
876;Konstance;Maiah;Konstance.Maiah@gmail.com;LCC;(11)
487;Emma;Liebermann;Emma.Liebermann@gmail.com;LCC;(5)
384;Theodora;Rolf;Theodora.Rolf@gmail.com;MIEI;(7,1,19,14)
609;Lynea;Slifka;Lynea.Slifka@gmail.com;LCC;(11)
906;Felice;Frodi;Felice.Frodi@gmail.com;MIEFIS;(7,9)
143;Kathy;Revkah;Kathy.Revkah@gmail.com;LCC;(10,1,11,3,19)
605;Gertrud;Dom;Gertrud.Dom@gmail.com;MIEFIS;(12)
715;Dolli;Dash;Dolli.Dash@gmail.com;LCC;(3,8,7)
167;Drucie;Melan;Drucie.Melan@gmail.com;LCC;(12)
254;Marcy;Sholley;Marcy.Sholley@gmail.com;MIEFIS;(2,3,2)
259;Luci;Izaak;Luci.Izaak@gmail.com;LCC;(17,19)
534;Celene;Loleta;Celene.Loleta@gmail.com;MIEI;(5,13)
343;Nessie;Sundin;Nessie.Sundin@gmail.com;LCC;(8,12,7,8,2,16)
704;Melina;Margret;Melina.Margret@gmail.com;MIEFIS;(15,7,6,11,16)
832;Lorne;Ardeha;Lorne.Ardeha@gmail.com;MIEFIS;(2,4)
168;Amara;Meter;Amara.Meter@gmail.com;MIEI;(2,18,5)
292;Ardenia;Dyche;Ardenia.Dyche@gmail.com;LCC;(16,7,11)
334;Leeanne;Jorgan;Leeanne.Jorgan@gmail.com;LCC;(18,14,19,6)
687;Grier;Janith;Grier.Janith@gmail.com;MIEFIS;(10)
478;Shirlee;Schenck;Shirlee.Schenck@gmail.com;MIEFIS;(17,15,12)
265;Lacie;Cullin;Lacie.Cullin@gmail.com;MIEFIS;(15,7)
823;Shel;Gusella;Shel.Gusella@gmail.com;MIEI;(10,13,17,3,0)
357;Henriette;Corrine;Henriette.Corrine@gmail.com;MIEI;(4)
884;Noelle;Bates;Noelle.Bates@gmail.com;MIEFIS;(6,17,13)
338;Ninnetta;Tamsky;Ninnetta.Tamsky@gmail.com;LCC;(12)
336;Lesly;Tacye;Lesly.Tacye@gmail.com;LCC;(12,19,16,9,17,5)
181;Antonietta;Ashok;Antonietta.Ashok@gmail.com;LCC;(16,8)
587;Celisse;Olnee;Celisse.Olnee@gmail.com;MIEI;(6,17,19,8,0)
371;Dania;Bari;Dania.Bari@gmail.com;LCC;(11)
913;Wanda;Stav;Wanda.Stav@gmail.com;MIEFIS;(9,17)
132;Helsa;Sperling;Helsa.Sperling@gmail.com;MIEI;(9,3,3,13)
199;Eolanda;Brittani;Eolanda.Brittani@gmail.com;MIEFIS;(15,18,3,14,15)
631;Elise;Burkle;Elise.Burkle@gmail.com;LCC;(1,18,16)
537;Alyssa;Ashok;Alyssa.Ashok@gmail.com;LCC;(3,13,6,7)
764;Viki;Weinreb;Viki.Weinreb@gmail.com;MIEFIS;(11)
591;Karly;Berard;Karly.Berard@gmail.com;MIEI;(18,16,18,0,7)
339;Abbie;Anselmi;Abbie.Anselmi@gmail.com;LCC;(7,12)
206;Madelle;Smitt;Madelle.Smitt@gmail.com;LCC;(11,4,9,3,13)
943;Jemie;Hachmin;Jemie.Hachmin@gmail.com;MIEI;(3,9,1)
653;Gilligan;Havens;Gilligan.Havens@gmail.com;MIEI;(10,14,0,9,15,15)
388;Merrie;Longfellow;Merrie.Longfellow@gmail.com;MIEFIS;(17,9)
337;Aeriela;Martsen;Aeriela.Martsen@gmail.com;MIEI;(11)
656;Babita;Trinetta;Babita.Trinetta@gmail.com;MIEI;(4,4,16,13)
496;Gwenneth;Goerke;Gwenneth.Goerke@gmail.com;MIEFIS;(15,18,1)
283;Cam;Darrell;Cam.Darrell@gmail.com;MIEFIS;(19,8,4)
963;Tina;Montgomery;Tina.Montgomery@gmail.com;MIEFIS;(8,18,4,7)
766;Gwenneth;Jillane;Gwenneth.Jillane@gmail.com;LCC;(8)
551;Fernande;Millda;Fernande.Millda@gmail.com;MIEFIS;(15,2,2)
695;Cacilie;Wattenberg;Cacilie.Wattenberg@gmail.com;MIEFIS;(14,18,10)
623;Laure;Evvie;Laure.Evvie@gmail.com;LCC;(2)
467;Karlee;Ader;Karlee.Ader@gmail.com;MIEFIS;(7,10,5,2,8)
865;Natka;Ashok;Natka.Ashok@gmail.com;LCC;(7,16)
606;Heddie;Linskey;Heddie.Linskey@gmail.com;MIEI;(8,1,17)
480;Edith;Ardra;Edith.Ardra@gmail.com;LCC;(12,12,1,13)
138;Alisha;Colbert;Alisha.Colbert@gmail.com;MIEFIS;(18,0,1,9)
815;Jessamyn;Paine;Jessamyn.Paine@gmail.com;LCC;(6)
707;Isa;Ilka;Isa.Ilka@gmail.com;MIEFIS;(8,16,10,8)
861;Collen;Jobi;Collen.Jobi@gmail.com;LCC;(5,17,6,7,14)
687;Brietta;Denis;Brietta.Denis@gmail.com;LCC;(4)
428;Viviene;Lynn;Viviene.Lynn@gmail.com;LCC;(0,11,11)
781;Ellette;Mitzi;Ellette.Mitzi@gmail.com;MIEI;(18,4)
989;Adriana;Rocray;Adriana.Rocray@gmail.com;LCC;(9,5,7,10,10,16)
314;Ketti;Leffen;Ketti.Leffen@gmail.com;MIEFIS;(9,4)
220;Jeanna;Helfand;Jeanna.Helfand@gmail.com;MIEFIS;(7)
880;Kittie;An;Kittie.An@gmail.com;LCC;(11,15,11,3,8,3)
665;Elena;Percy;Elena.Percy@gmail.com;MIEFIS;(10,10,4,8,14,7)
719;Mathilda;Shields;Mathilda.Shields@gmail.com;LCC;(14,18,8)
198;Belinda;Merell;Belinda.Merell@gmail.com;MIEI;(3,10,19,10,6)
369;Sissy;Edee;Sissy.Edee@gmail.com;LCC;(8,14,7,6,15,13)
201;Sabina;Destinee;Sabina.Destinee@gmail.com;MIEI;(18)
594;Marleah;Paine;Marleah.Paine@gmail.com;MIEI;(3,8,1,12)
704;Aeriela;Paine;Aeriela.Paine@gmail.com;MIEI;(1,1)
602;Arlena;Albertine;Arlena.Albertine@gmail.com;MIEI;(2,7)
858;Kellen;Anastatius;Kellen.Anastatius@gmail.com;MIEFIS;(19,17,0,0,14,7)
629;Donnie;Abernon;Donnie.Abernon@gmail.com;LCC;(1,18,4,11,1)
712;Jaime;Mott;Jaime.Mott@gmail.com;LCC;(1,8,12,6,14,17)
897;Adele;Mozelle;Adele.Mozelle@gmail.com;MIEFIS;(5)
796;Althea;Etom;Althea.Etom@gmail.com;MIEFIS;(3,3,19)
144;Audrie;Ellerey;Audrie.Ellerey@gmail.com;MIEFIS;(11,17)
445;Ruthe;Hamil;Ruthe.Hamil@gmail.com;MIEI;(1,7,11,14,0)
639;Philis;Klotz;Philis.Klotz@gmail.com;MIEI;(16,8,12)
212;Misha;Orlene;Misha.Orlene@gmail.com;MIEI;(17,7,10,0)
380;Mallory;Keily;Mallory.Keily@gmail.com;LCC;(13,11,7,5,2,10)
872;Anallese;Aprile;Anallese.Aprile@gmail.com;LCC;(7,14)
118;Kirstin;Lia;Kirstin.Lia@gmail.com;LCC;(2)
518;Reeba;Barney;Reeba.Barney@gmail.com;MIEI;(10,7,9)
398;Aigneis;Junie;Aigneis.Junie@gmail.com;MIEFIS;(3,8,19)
158;Veda;Leonard;Veda.Leonard@gmail.com;LCC;(7,1,3,1)
257;Jinny;Cadmar;Jinny.Cadmar@gmail.com;MIEFIS;(5,15,12,1,7)
896;Demetris;Roche;Demetris.Roche@gmail.com;MIEFIS;(14,1,5,10)
788;Janeczka;Leopold;Janeczka.Leopold@gmail.com;LCC;(1,7)
750;Esmeralda;Isacco;Esmeralda.Isacco@gmail.com;LCC;(14,19,17,2,18,17)
900;Aimil;Sawtelle;Aimil.Sawtelle@gmail.com;LCC;(6,6)
461;Sue;Thema;Sue.Thema@gmail.com;LCC;(11,17,4)
213;Gwyneth;Pitt;Gwyneth.Pitt@gmail.com;MIEI;(2)
412;Adriana;Cosenza;Adriana.Cosenza@gmail.com;MIEI;(16)
828;Zsa Zsa;Durante;Zsa Zsa.Durante@gmail.com;LCC;(11,5,15)
612;Lorie;Lorenz;Lorie.Lorenz@gmail.com;MIEFIS;(19)
301;Riannon;Hillel;Riannon.Hillel@gmail.com;LCC;(12,1,0,12)
133;Trudie;Waldron;Trudie.Waldron@gmail.com;LCC;(18,1,12,6,18,5)
816;Nonnah;Lunsford;Nonnah.Lunsford@gmail.com;LCC;(15,14,16)
619;Cristine;Trey;Cristine.Trey@gmail.com;LCC;(10,5,14,11,6,1)
157;Korrie;Chandler;Korrie.Chandler@gmail.com;MIEI;(18)
824;Dianemarie;Cornelia;Dianemarie.Cornelia@gmail.com;LCC;(19,16,18,0)
690;Linet;Ajay;Linet.Ajay@gmail.com;MIEFIS;(3)
248;Claudina;Nickola;Claudina.Nickola@gmail.com;MIEFIS;(9,13,5)
213;Consuela;Prober;Consuela.Prober@gmail.com;MIEFIS;(7,17)
448;Miquela;McCutcheon;Miquela.McCutcheon@gmail.com;MIEFIS;(4,6,13,1)
277;Kristina;Gemini;Kristina.Gemini@gmail.com;MIEFIS;(4,1,11,6,13)
397;Luci;Madaih;Luci.Madaih@gmail.com;LCC;(12,3,1)
120;Silvana;Nunci;Silvana.Nunci@gmail.com;LCC;(12,4,10,0,3,6)
961;Jaclyn;Etom;Jaclyn.Etom@gmail.com;MIEFIS;(13,16,11,9,9,7)
124;Julieta;Israeli;Julieta.Israeli@gmail.com;MIEFIS;(16)
696;Rayna;Swigart;Rayna.Swigart@gmail.com;MIEFIS;(15,14)
851;Renie;Cornelia;Renie.Cornelia@gmail.com;MIEFIS;(1)
556;Jessy;Egbert;Jessy.Egbert@gmail.com;LCC;(13,16,1,1,1,4)
139;Jinny;Solitta;Jinny.Solitta@gmail.com;LCC;(11,3,15,16,18,12)
783;Dione;Westphal;Dione.Westphal@gmail.com;MIEI;(2,0,18,4)
495;Janis;Killigrew;Janis.Killigrew@gmail.com;MIEI;(6,14,8,12,0,13)
130;Nyssa;Mehalek;Nyssa.Mehalek@gmail.com;LCC;(12,0,17,16,4,0)
434;Sashenka;O'Carroll;Sashenka.O'Carroll@gmail.com;MIEI;(18,0,1,5)
255;Debee;Mozelle;Debee.Mozelle@gmail.com;MIEFIS;(11,13,3,8)
217;Etta;Lipson;Etta.Lipson@gmail.com;LCC;(17,18,2,8)
409;Eolanda;Sherfield;Eolanda.Sherfield@gmail.com;MIEFIS;(13,11,7,7)
915;Jaime;Burnside;Jaime.Burnside@gmail.com;MIEI;(4,7,11,17,4)
973;Harmonia;Virgin;Harmonia.Virgin@gmail.com;LCC;(12,18,18,3)
565;Jenilee;Emmy;Jenilee.Emmy@gmail.com;MIEI;(5)
518;Dolli;Skell;Dolli.Skell@gmail.com;MIEI;(2,15)
145;Dolli;Wiener;Dolli.Wiener@gmail.com;LCC;(8,19,17,4)
136;Alex;Emmy;Alex.Emmy@gmail.com;LCC;(4)
984;June;Salchunas;June.Salchunas@gmail.com;LCC;(13,13,18,16)
871;Amelia;Ochs;Amelia.Ochs@gmail.com;MIEI;(3)
597;Christy;Astra;Christy.Astra@gmail.com;MIEI;(3,1)
666;Xylina;Wilkinson;Xylina.Wilkinson@gmail.com;LCC;(10,2,11,16,14,17)
468;Kristan;Nedrud;Kristan.Nedrud@gmail.com;LCC;(4)
110;Minne;Meli;Minne.Meli@gmail.com;LCC;(4,2,2,13)
774;Katuscha;Lane;Katuscha.Lane@gmail.com;LCC;(6,18)
132;Christal;Gwenore;Christal.Gwenore@gmail.com;LCC;(16,9)
508;Karolina;Schenck;Karolina.Schenck@gmail.com;MIEFIS;(17,1,1,18,16,16)
874;Tamqrah;Madox;Tamqrah.Madox@gmail.com;LCC;(8,1,11,11)
313;Nicoli;Oscar;Nicoli.Oscar@gmail.com;LCC;(13,4,10,7,17)
810;Tracey;Milson;Tracey.Milson@gmail.com;LCC;(2,16,8,17,4,0)
130;Meghann;Mata;Meghann.Mata@gmail.com;MIEI;(6,19,8,11,18,9)
593;Ketti;Sharl;Ketti.Sharl@gmail.com;MIEI;(9,9,14)
921;Donnie;Fennessy;Donnie.Fennessy@gmail.com;MIEI;(19,7,15,15,14)
250;Cherrita;Mike;Cherrita.Mike@gmail.com;LCC;(9)
631;Steffane;Shaver;Steffane.Shaver@gmail.com;MIEI;(2,17,4)
456;Eolanda;Lalitta;Eolanda.Lalitta@gmail.com;MIEI;(12,5,1,11,5)
365;Shannah;Rudolph;Shannah.Rudolph@gmail.com;LCC;(7)
761;Dode;Konyn;Dode.Konyn@gmail.com;LCC;(13,15,16,8,17,11)
725;Celestyna;Kannry;Celestyna.Kannry@gmail.com;LCC;(6,11,15,16,4,4)
155;Heida;Dulciana;Heida.Dulciana@gmail.com;MIEI;(7,18,5,6)
540;Jacenta;Fiester;Jacenta.Fiester@gmail.com;LCC;(18,7,15,6,8)
509;Vinita;Narton;Vinita.Narton@gmail.com;MIEI;(3,19,5)
808;Leanna;Winnick;Leanna.Winnick@gmail.com;LCC;(4,3,10,17)
344;Barbara;Faro;Barbara.Faro@gmail.com;MIEI;(9,11,5)
469;Kial;Monaco;Kial.Monaco@gmail.com;LCC;(0,19,4,2,8,1)
218;Dagmar;Sandye;Dagmar.Sandye@gmail.com;MIEFIS;(3,8,2)
321;Carilyn;Kirstin;Carilyn.Kirstin@gmail.com;MIEFIS;(17,7,4,10,5)
224;June;Jobi;June.Jobi@gmail.com;LCC;(5)
343;Angelique;Sharl;Angelique.Sharl@gmail.com;MIEI;(19,11)
841;Stevana;Mathilde;Stevana.Mathilde@gmail.com;MIEI;(10)
235;Lacie;Maiah;Lacie.Maiah@gmail.com;LCC;(5,6,18,9,16)
488;Lucille;Fredi;Lucille.Fredi@gmail.com;MIEI;(18,16)
342;Sadie;Genna;Sadie.Genna@gmail.com;MIEI;(6,0)
430;Carmencita;Lipson;Carmencita.Lipson@gmail.com;LCC;(3,12,8,2)
880;Britni;Henrie;Britni.Henrie@gmail.com;LCC;(12,0,0,9,5,3)
383;Genovera;Gaynor;Genovera.Gaynor@gmail.com;MIEI;(7,12,1,18,2,16)
492;Felice;Kolnick;Felice.Kolnick@gmail.com;MIEFIS;(7,14,11,15,19)
446;Sissy;Halla;Sissy.Halla@gmail.com;MIEFIS;(11,12,18,7,11)
547;Genevra;Newell;Genevra.Newell@gmail.com;MIEFIS;(6,8,14,1,17)
807;Regina;Lilybelle;Regina.Lilybelle@gmail.com;MIEI;(13,7)
410;Justinn;Reneta;Justinn.Reneta@gmail.com;MIEI;(3)
136;Mariann;Evangelia;Mariann.Evangelia@gmail.com;MIEFIS;(0,5,12)
820;Michaelina;Old;Michaelina.Old@gmail.com;LCC;(0)
930;Cathyleen;Carvey;Cathyleen.Carvey@gmail.com;LCC;(4,13,4,5)
952;Florencia;Doig;Florencia.Doig@gmail.com;LCC;(1)
574;Annora;Saint;Annora.Saint@gmail.com;LCC;(16)
660;Rebeca;Maribeth;Rebeca.Maribeth@gmail.com;MIEI;(5)
905;Melodie;Soneson;Melodie.Soneson@gmail.com;MIEI;(8,19)
568;Mahalia;Allys;Mahalia.Allys@gmail.com;LCC;(10,6)
948;Riannon;Merriott;Riannon.Merriott@gmail.com;MIEI;(1)
248;Susette;Primalia;Susette.Primalia@gmail.com;LCC;(11,16,5,2,6,4)
184;Lucille;Claudine;Lucille.Claudine@gmail.com;MIEFIS;(12,1,16,1)
485;Imojean;Payson;Imojean.Payson@gmail.com;LCC;(9,6,9,3,0,5)
213;Iseabal;Burch;Iseabal.Burch@gmail.com;MIEFIS;(5)
678;Almeta;Sophronia;Almeta.Sophronia@gmail.com;MIEI;(2,16,2)
231;Candy;Adamsen;Candy.Adamsen@gmail.com;MIEFIS;(8)
897;Tybie;Israeli;Tybie.Israeli@gmail.com;MIEI;(12,10,13,16)
273;Joane;Remmer;Joane.Remmer@gmail.com;MIEFIS;(4,19,16)
125;Millie;Rosemary;Millie.Rosemary@gmail.com;MIEI;(8,0,4,3,13,16)
108;Deloria;Donoghue;Deloria.Donoghue@gmail.com;MIEI;(17)
281;Nadine;Lesley;Nadine.Lesley@gmail.com;MIEI;(1,1,5,7,3,9)
726;Rhoda;Hebner;Rhoda.Hebner@gmail.com;LCC;(2,1)
792;Sarette;Lail;Sarette.Lail@gmail.com;MIEFIS;(11)
725;Orsola;Waldron;Orsola.Waldron@gmail.com;MIEFIS;(16,19,9,19)
152;Lyssa;Forrer;Lyssa.Forrer@gmail.com;LCC;(19,14,14,18,16,7)
894;Juliane;Ashely;Juliane.Ashely@gmail.com;MIEI;(8)
690;Lusa;Othilia;Lusa.Othilia@gmail.com;MIEI;(1,0,4,6)
941;Marleah;Winnick;Marleah.Winnick@gmail.com;MIEI;(3,6,1,17)
698;Gabriellia;Xerxes;Gabriellia.Xerxes@gmail.com;MIEI;(6,8,13,19)
976;Bobbi;Rad;Bobbi.Rad@gmail.com;MIEFIS;(18,0,4)
641;Chandra;Deegan;Chandra.Deegan@gmail.com;MIEI;(19,14,13)
420;Sibella;Vanni;Sibella.Vanni@gmail.com;MIEI;(2,18,2,15)
643;Tatiania;Eno;Tatiania.Eno@gmail.com;MIEFIS;(0,17)
782;Hayley;Baptlsta;Hayley.Baptlsta@gmail.com;MIEFIS;(10,8,12,2,18)
230;Agathe;Skurnik;Agathe.Skurnik@gmail.com;MIEI;(4,18,3)
583;Augustine;Thilda;Augustine.Thilda@gmail.com;LCC;(15,10,13,14,0)
720;Adele;Bonucci;Adele.Bonucci@gmail.com;LCC;(0)
912;Minne;Ledah;Minne.Ledah@gmail.com;MIEFIS;(3,5)
148;Annecorinne;Rese;Annecorinne.Rese@gmail.com;LCC;(2,19,12,17)
639;Barbara;Si;Barbara.Si@gmail.com;MIEFIS;(6,6,14,13,9)
487;Halette;Nelsen;Halette.Nelsen@gmail.com;LCC;(0)
638;Cristabel;Bakerman;Cristabel.Bakerman@gmail.com;MIEFIS;(0,8,11,17,16,18)
901;Trixi;Hourigan;Trixi.Hourigan@gmail.com;MIEFIS;(9)
807;Sheree;Ciapas;Sheree.Ciapas@gmail.com;MIEFIS;(17,18,4,18,16,17)
583;Paola;Clarissa;Paola.Clarissa@gmail.com;LCC;(13,5)
753;Berta;Liebermann;Berta.Liebermann@gmail.com;MIEFIS;(13,17)
365;Clary;Lory;Clary.Lory@gmail.com;MIEI;(2,2)
323;Diena;Olnee;Diena.Olnee@gmail.com;MIEFIS;(3,14)
237;Margalo;Baudin;Margalo.Baudin@gmail.com;MIEI;(1)
265;Katharina;Hurley;Katharina.Hurley@gmail.com;LCC;(8,11)
962;Zaria;Toor;Zaria.Toor@gmail.com;MIEFIS;(8,5)
289;Odessa;Slifka;Odessa.Slifka@gmail.com;LCC;(4,6,2,0,12)
720;Joceline;Maurine;Joceline.Maurine@gmail.com;MIEFIS;(16,2)
221;Augustine;Sadowski;Augustine.Sadowski@gmail.com;MIEFIS;(1,9,13,4,16)
924;Phylis;Autrey;Phylis.Autrey@gmail.com;LCC;(8,18,15)
786;Sandie;Edee;Sandie.Edee@gmail.com;MIEI;(9)
918;Netty;Drus;Netty.Drus@gmail.com;MIEI;(19,9,0,18,7)
720;Adore;Kirbee;Adore.Kirbee@gmail.com;MIEFIS;(13)
661;Jsandye;Libna;Jsandye.Libna@gmail.com;LCC;(13,18,13,6,0,9)
445;Pollyanna;Vary;Pollyanna.Vary@gmail.com;LCC;(9,8)
498;Deloria;Schlosser;Deloria.Schlosser@gmail.com;MIEFIS;(6,6)
457;Lisette;Greenwald;Lisette.Greenwald@gmail.com;LCC;(10,3,16)
233;Theodora;Elvyn;Theodora.Elvyn@gmail.com;MIEI;(1,5,8,5)
964;Brianna;Kiyoshi;Brianna.Kiyoshi@gmail.com;LCC;(2,4,16,6,8)
731;Pollyanna;Sundin;Pollyanna.Sundin@gmail.com;MIEFIS;(5,4,12,5)
505;Cassandra;Jehu;Cassandra.Jehu@gmail.com;MIEFIS;(0,5)
377;Magdalena;Trace;Magdalena.Trace@gmail.com;MIEFIS;(19,4)
852;Caryl;Mata;Caryl.Mata@gmail.com;MIEFIS;(3,3,6)
115;Grier;Linehan;Grier.Linehan@gmail.com;MIEFIS;(12,12,12,15,8)
202;Janis;Stephie;Janis.Stephie@gmail.com;MIEFIS;(0,17)
335;Debee;Jerald;Debee.Jerald@gmail.com;MIEFIS;(14,7,7)
862;Jenilee;Urania;Jenilee.Urania@gmail.com;MIEI;(4)
863;Marinna;Primalia;Marinna.Primalia@gmail.com;MIEI;(5,1,19)
125;Henriette;Dahlia;Henriette.Dahlia@gmail.com;MIEI;(16)
427;Alameda;Talia;Alameda.Talia@gmail.com;MIEFIS;(1,7,15,13,14)
524;Roz;Gert;Roz.Gert@gmail.com;MIEI;(1,17)
229;Joeann;Ammann;Joeann.Ammann@gmail.com;MIEI;(7,10)
467;Hermione;Ruvolo;Hermione.Ruvolo@gmail.com;MIEFIS;(16,5,16,16,7,6)
380;Raina;Daniele;Raina.Daniele@gmail.com;MIEFIS;(6,4,3,7)
394;Kelly;Colyer;Kelly.Colyer@gmail.com;MIEI;(19,15,17,5,3)
902;Teriann;Carvey;Teriann.Carvey@gmail.com;MIEI;(16,2,6,17,6,16)
281;Brianna;Ramona;Brianna.Ramona@gmail.com;MIEFIS;(5,9,19)
791;Annabela;Halla;Annabela.Halla@gmail.com;MIEI;(10,13,1,18,16)
524;Lanna;Rheingold;Lanna.Rheingold@gmail.com;MIEFIS;(5,13,12,16,12,7)
192;Nollie;Liva;Nollie.Liva@gmail.com;LCC;(18,15,15,14,10)
340;Kary;Hanshaw;Kary.Hanshaw@gmail.com;LCC;(10,2,19,5)
314;Clarice;Ashely;Clarice.Ashely@gmail.com;MIEFIS;(11)
296;Kerrin;Palocz;Kerrin.Palocz@gmail.com;MIEFIS;(5,1,9,14,6)
832;Nikki;Ammann;Nikki.Ammann@gmail.com;MIEFIS;(5,17,16,7,9)
640;Micheline;Ellord;Micheline.Ellord@gmail.com;MIEFIS;(7,10,2)
522;Darlleen;Decato;Darlleen.Decato@gmail.com;LCC;(6,0,9,16,8)
869;Beverley;Engdahl;Beverley.Engdahl@gmail.com;MIEFIS;(15,3)
631;Meghann;Isidore;Meghann.Isidore@gmail.com;MIEI;(14,3,17)
716;Kary;Weinreb;Kary.Weinreb@gmail.com;LCC;(16,0,18,7,1)
982;Cyb;Gamaliel;Cyb.Gamaliel@gmail.com;LCC;(7)
604;Gloria;Heidt;Gloria.Heidt@gmail.com;MIEI;(13,18)
921;Maridel;Diogenes;Maridel.Diogenes@gmail.com;MIEI;(15,10)
235;Felice;Niccolo;Felice.Niccolo@gmail.com;LCC;(13,14,1)
209;Nickie;Havens;Nickie.Havens@gmail.com;MIEFIS;(14,10,2,18,0)
134;Randa;Elbertina;Randa.Elbertina@gmail.com;MIEFIS;(1,7,4)
796;Gilda;Milde;Gilda.Milde@gmail.com;LCC;(18,9)
673;Hildegaard;Modie;Hildegaard.Modie@gmail.com;MIEFIS;(2)
509;Nerta;Pelagias;Nerta.Pelagias@gmail.com;LCC;(0,8)
749;Isa;Lasley;Isa.Lasley@gmail.com;MIEFIS;(12,18,3,11)
398;Teriann;Madelene;Teriann.Madelene@gmail.com;LCC;(11,5)
844;Emma;Clara;Emma.Clara@gmail.com;MIEFIS;(11)
570;Thalia;Egbert;Thalia.Egbert@gmail.com;MIEFIS;(16,3,1,8,2,10)
376;Annecorinne;Lasley;Annecorinne.Lasley@gmail.com;MIEI;(10,7,13,12,17)
573;Marti;Niles;Marti.Niles@gmail.com;MIEFIS;(10)
923;Elie;Gherardo;Elie.Gherardo@gmail.com;LCC;(16,14,10,16,4,19)
690;Britni;Wallis;Britni.Wallis@gmail.com;MIEI;(10,4)
479;Millie;O'Rourke;Millie.O'Rourke@gmail.com;MIEFIS;(5,14)
101;Annabela;Munn;Annabela.Munn@gmail.com;MIEFIS;(14,14,8,12,11)
960;Gwyneth;Yerkovich;Gwyneth.Yerkovich@gmail.com;LCC;(18,3,16,0,3)
392;Gilligan;Felecia;Gilligan.Felecia@gmail.com;MIEFIS;(8,10,1,14)
742;Inga;Mitzi;Inga.Mitzi@gmail.com;LCC;(12,18,17)
421;Lexine;Pond;Lexine.Pond@gmail.com;MIEI;(5)
135;Teddie;Kauppi;Teddie.Kauppi@gmail.com;MIEFIS;(13,1,1)
151;Clarice;Christine;Clarice.Christine@gmail.com;MIEFIS;(0,11,16)
518;Nollie;Berriman;Nollie.Berriman@gmail.com;MIEI;(17,7,17,0,11)
262;Jaime;Sawtelle;Jaime.Sawtelle@gmail.com;MIEI;(18,4,4,12,3,1)
518;Melisent;Dermott;Melisent.Dermott@gmail.com;MIEFIS;(4,5,1,8,13,11)
802;Deedee;Thornburg;Deedee.Thornburg@gmail.com;MIEFIS;(1,17,13,15)
444;Nelle;Shama;Nelle.Shama@gmail.com;LCC;(14,16,19,19)
626;Beth;Sherfield;Beth.Sherfield@gmail.com;LCC;(9)
930;Fred;Nunci;Fred.Nunci@gmail.com;MIEI;(12,15)
507;Lonnie;Belanger;Lonnie.Belanger@gmail.com;LCC;(0,15,16,18,2)
716;Tera;Ephrem;Tera.Ephrem@gmail.com;MIEFIS;(8,9)
832;Misha;Berl;Misha.Berl@gmail.com;MIEFIS;(18,10)
976;Joane;Dyche;Joane.Dyche@gmail.com;LCC;(17,5,18,14,8)
815;Maisey;Desai;Maisey.Desai@gmail.com;MIEFIS;(11,17,8)
827;Cherrita;Tippets;Cherrita.Tippets@gmail.com;MIEFIS;(6,18,6,7,11)
325;Monika;Erich;Monika.Erich@gmail.com;MIEI;(3,14,11,8,8,13)
525;Odessa;Tice;Odessa.Tice@gmail.com;MIEI;(17,0,18,11,4)
485;Emma;Narton;Emma.Narton@gmail.com;MIEI;(9,5,6,14,12)
274;Valli;Noelyn;Valli.Noelyn@gmail.com;MIEFIS;(8,15)
938;Genovera;Sprage;Genovera.Sprage@gmail.com;MIEFIS;(3)
409;Donetta;Holbrook;Donetta.Holbrook@gmail.com;LCC;(3,13,15,13,17,8)
386;Robbi;Ailyn;Robbi.Ailyn@gmail.com;MIEFIS;(2,2,15)
828;Esmeralda;Nance;Esmeralda.Nance@gmail.com;MIEI;(16,6,19,5)
293;Dorthy;Stuart;Dorthy.Stuart@gmail.com;MIEFIS;(8,6,0)
460;Catharine;Clywd;Catharine.Clywd@gmail.com;LCC;(12)
676;Roxane;Rheingold;Roxane.Rheingold@gmail.com;MIEFIS;(7,15,0,8,14,13)
155;Ayn;Lory;Ayn.Lory@gmail.com;MIEI;(13,6)
473;Fanchon;Laverne;Fanchon.Laverne@gmail.com;LCC;(13,8,19,10,12,19)
722;Ronna;Pitt;Ronna.Pitt@gmail.com;LCC;(14,15,15)
768;Rosaline;Freddi;Rosaline.Freddi@gmail.com;MIEFIS;(8,14,0)
998;Pierette;Kosey;Pierette.Kosey@gmail.com;MIEFIS;(4,7)
718;Clementine;Jacqui;Clementine.Jacqui@gmail.com;MIEI;(16)
130;Madeleine;Decato;Madeleine.Decato@gmail.com;LCC;(3,13,6,8)
483;Jany;Gladstone;Jany.Gladstone@gmail.com;LCC;(3,8,10,18)
428;Emmey;Cleavland;Emmey.Cleavland@gmail.com;MIEFIS;(7,12,10,16,15,15)
839;Rochette;Tristram;Rochette.Tristram@gmail.com;MIEI;(13,6)
290;Asia;Aaberg;Asia.Aaberg@gmail.com;MIEFIS;(14,10)
484;Wanda;Killigrew;Wanda.Killigrew@gmail.com;MIEFIS;(2,7)
